FIPS,State,County
37101,North Carolina,Johnston County
37103,North Carolina,Jones County
37105,North Carolina,Lee County
37107,North Carolina,Lenoir County
37109,North Carolina,Lincoln County
37111,North Carolina,McDowell County
37113,North Carolina,Macon County
37115,North Carolina,Madison County
37117,North Carolina,Martin County
37119,North Carolina,Mecklenburg County
37121,North Carolina,Mitchell County
37123,North Carolina,Montgomery County
37125,North Carolina,Moore County
37127,North Carolina,Nash County
37129,North Carolina,New Hanover County
37131,North Carolina,Northampton County
37133,North Carolina,Onslow County
37135,North Carolina,Orange County
37137,North Carolina,Pamlico County
37139,North Carolina,Pasquotank County
37141,North Carolina,Pender County
37143,North Carolina,Perquimans County
37145,North Carolina,Person County
37147,North Carolina,Pitt County
37149,North Carolina,Polk County
37151,North Carolina,Randolph County
37153,North Carolina,Richmond County
37155,North Carolina,Robeson County
37157,North Carolina,Rockingham County
37159,North Carolina,Rowan County
37161,North Carolina,Rutherford County
37163,North Carolina,Sampson County
37165,North Carolina,Scotland County
37167,North Carolina,Stanly County
37169,North Carolina,Stokes County
37171,North Carolina,Surry County
37173,North Carolina,Swain County
37175,North Carolina,Transylvania County
37177,North Carolina,Tyrrell County
37179,North Carolina,Union County
37181,North Carolina,Vance County
37183,North Carolina,Wake County
37185,North Carolina,Warren County
37187,North Carolina,Washington County
37189,North Carolina,Watauga County
37191,North Carolina,Wayne County
37193,North Carolina,Wilkes County
37195,North Carolina,Wilson County
37197,North Carolina,Yadkin County
37199,North Carolina,Yancey County
38001,North Dakota,Adams County
38003,North Dakota,Barnes County
38005,North Dakota,Benson County
38007,North Dakota,Billings County
38009,North Dakota,Bottineau County
38011,North Dakota,Bowman County
38013,North Dakota,Burke County
38015,North Dakota,Burleigh County
38017,North Dakota,Cass County
38019,North Dakota,Cavalier County
38021,North Dakota,Dickey County
38023,North Dakota,Divide County
38025,North Dakota,Dunn County
38027,North Dakota,Eddy County
38029,North Dakota,Emmons County
38031,North Dakota,Foster County
38033,North Dakota,Golden Valley County
38035,North Dakota,Grand Forks County
38037,North Dakota,Grant County
38039,North Dakota,Griggs County
38041,North Dakota,Hettinger County
38043,North Dakota,Kidder County
38045,North Dakota,LaMoure County
38047,North Dakota,Logan County
38049,North Dakota,McHenry County
38051,North Dakota,McIntosh County
38053,North Dakota,McKenzie County
38055,North Dakota,McLean County
38057,North Dakota,Mercer County
38059,North Dakota,Morton County
38061,North Dakota,Mountrail County
38063,North Dakota,Nelson County
38065,North Dakota,Oliver County
38067,North Dakota,Pembina County
38069,North Dakota,Pierce County
38071,North Dakota,Ramsey County
38073,North Dakota,Ransom County
38075,North Dakota,Renville County
38077,North Dakota,Richland County
38079,North Dakota,Rolette County
38081,North Dakota,Sargent County
38083,North Dakota,Sheridan County
38085,North Dakota,Sioux County
38087,North Dakota,Slope County
38089,North Dakota,Stark County
38091,North Dakota,Steele County
38093,North Dakota,Stutsman County
38095,North Dakota,Towner County
38097,North Dakota,Traill County
38099,North Dakota,Walsh County
38101,North Dakota,Ward County
38103,North Dakota,Wells County
38105,North Dakota,Williams County
39001,Ohio,Adams County
39003,Ohio,Allen County
39005,Ohio,Ashland County
39007,Ohio,Ashtabula County
39009,Ohio,Athens County
39011,Ohio,Auglaize County
39013,Ohio,Belmont County
39015,Ohio,Brown County
39017,Ohio,Butler County
39019,Ohio,Carroll County
39021,Ohio,Champaign County
39023,Ohio,Clark County
39025,Ohio,Clermont County
39027,Ohio,Clinton County
39029,Ohio,Columbiana County
39031,Ohio,Coshocton County
39033,Ohio,Crawford County
39035,Ohio,Cuyahoga County
39037,Ohio,Darke County
39039,Ohio,Defiance County
39041,Ohio,Delaware County
39043,Ohio,Erie County
39045,Ohio,Fairfield County
39047,Ohio,Fayette County
39049,Ohio,Franklin County
39051,Ohio,Fulton County
39053,Ohio,Gallia County
39055,Ohio,Geauga County
39057,Ohio,Greene County
39059,Ohio,Guernsey County
39061,Ohio,Hamilton County
39063,Ohio,Hancock County
39065,Ohio,Hardin County
39067,Ohio,Harrison County
39069,Ohio,Henry County
39071,Ohio,Highland County
39073,Ohio,Hocking County
39075,Ohio,Holmes County
39077,Ohio,Huron County
39079,Ohio,Jackson County
39081,Ohio,Jefferson County
39083,Ohio,Knox County
39085,Ohio,Lake County
39087,Ohio,Lawrence County
39089,Ohio,Licking County
39091,Ohio,Logan County
39093,Ohio,Lorain County
39095,Ohio,Lucas County
39097,Ohio,Madison County
39099,Ohio,Mahoning County
39101,Ohio,Marion County
39103,Ohio,Medina County
39105,Ohio,Meigs County
39107,Ohio,Mercer County
39109,Ohio,Miami County
39111,Ohio,Monroe County
39113,Ohio,Montgomery County
39115,Ohio,Morgan County
39117,Ohio,Morrow County
39119,Ohio,Muskingum County
39121,Ohio,Noble County
39123,Ohio,Ottawa County
39125,Ohio,Paulding County
39127,Ohio,Perry County
39129,Ohio,Pickaway County
39131,Ohio,Pike County
39133,Ohio,Portage County
39135,Ohio,Preble County
39137,Ohio,Putnam County
39139,Ohio,Richland County
39141,Ohio,Ross County
39143,Ohio,Sandusky County
39145,Ohio,Scioto County
39147,Ohio,Seneca County
39149,Ohio,Shelby County
39151,Ohio,Stark County
39153,Ohio,Summit County
39155,Ohio,Trumbull County
39157,Ohio,Tuscarawas County
39159,Ohio,Union County
39161,Ohio,Van Wert County
39163,Ohio,Vinton County
39165,Ohio,Warren County
39167,Ohio,Washington County
39169,Ohio,Wayne County
39171,Ohio,Williams County
39173,Ohio,Wood County
39175,Ohio,Wyandot County
40001,Oklahoma,Adair County
40003,Oklahoma,Alfalfa County
40005,Oklahoma,Atoka County
40007,Oklahoma,Beaver County
40009,Oklahoma,Beckham County
40011,Oklahoma,Blaine County
40013,Oklahoma,Bryan County
40015,Oklahoma,Caddo County
40017,Oklahoma,Canadian County
40019,Oklahoma,Carter County
40021,Oklahoma,Cherokee County
40023,Oklahoma,Choctaw County
40025,Oklahoma,Cimarron County
40027,Oklahoma,Cleveland County
40029,Oklahoma,Coal County
40031,Oklahoma,Comanche County
40033,Oklahoma,Cotton County
40035,Oklahoma,Craig County
40037,Oklahoma,Creek County
40039,Oklahoma,Custer County
40041,Oklahoma,Delaware County
40043,Oklahoma,Dewey County
40045,Oklahoma,Ellis County
40047,Oklahoma,Garfield County
40049,Oklahoma,Garvin County
40051,Oklahoma,Grady County
40053,Oklahoma,Grant County
40055,Oklahoma,Greer County
40057,Oklahoma,Harmon County
40059,Oklahoma,Harper County
40061,Oklahoma,Haskell County
40063,Oklahoma,Hughes County
40065,Oklahoma,Jackson County
40067,Oklahoma,Jefferson County
40069,Oklahoma,Johnston County
40071,Oklahoma,Kay County
40073,Oklahoma,Kingfisher County
40075,Oklahoma,Kiowa County
40077,Oklahoma,Latimer County
40079,Oklahoma,Le Flore County
40081,Oklahoma,Lincoln County
40083,Oklahoma,Logan County
40085,Oklahoma,Love County
40087,Oklahoma,McClain County
40089,Oklahoma,McCurtain County
40091,Oklahoma,McIntosh County
40093,Oklahoma,Major County
40095,Oklahoma,Marshall County
40097,Oklahoma,Mayes County
40099,Oklahoma,Murray County
40101,Oklahoma,Muskogee County
40103,Oklahoma,Noble County
40105,Oklahoma,Nowata County
40107,Oklahoma,Okfuskee County
40109,Oklahoma,Oklahoma County
40111,Oklahoma,Okmulgee County
40113,Oklahoma,Osage County
40115,Oklahoma,Ottawa County
40117,Oklahoma,Pawnee County
40119,Oklahoma,Payne County
40121,Oklahoma,Pittsburg County
40123,Oklahoma,Pontotoc County
40125,Oklahoma,Pottawatomie County
40127,Oklahoma,Pushmataha County
40129,Oklahoma,Roger Mills County
40131,Oklahoma,Rogers County
40133,Oklahoma,Seminole County
40135,Oklahoma,Sequoyah County
40137,Oklahoma,Stephens County
40139,Oklahoma,Texas County
40141,Oklahoma,Tillman County
40143,Oklahoma,Tulsa County
40145,Oklahoma,Wagoner County
40147,Oklahoma,Washington County
40149,Oklahoma,Washita County
40151,Oklahoma,Woods County
40153,Oklahoma,Woodward County
41001,Oregon,Baker County
41003,Oregon,Benton County
41005,Oregon,Clackamas County
41007,Oregon,Clatsop County
41009,Oregon,Columbia County
41011,Oregon,Coos County
41013,Oregon,Crook County
41015,Oregon,Curry County
41017,Oregon,Deschutes County
41019,Oregon,Douglas County
41021,Oregon,Gilliam County
41023,Oregon,Grant County
41025,Oregon,Harney County
41027,Oregon,Hood River County
41029,Oregon,Jackson County
41031,Oregon,Jefferson County
41033,Oregon,Josephine County
41035,Oregon,Klamath County
41037,Oregon,Lake County
41039,Oregon,Lane County
41041,Oregon,Lincoln County
41043,Oregon,Linn County
41045,Oregon,Malheur County
41047,Oregon,Marion County
41049,Oregon,Morrow County
41051,Oregon,Multnomah County
41053,Oregon,Polk County
41055,Oregon,Sherman County
41057,Oregon,Tillamook County
41059,Oregon,Umatilla County
41061,Oregon,Union County
41063,Oregon,Wallowa County
41065,Oregon,Wasco County
41067,Oregon,Washington County
41069,Oregon,Wheeler County
41071,Oregon,Yamhill County
42001,Pennsylvania,Adams County
42003,Pennsylvania,Allegheny County
42005,Pennsylvania,Armstrong County
42007,Pennsylvania,Beaver County
42009,Pennsylvania,Bedford County
42011,Pennsylvania,Berks County
42013,Pennsylvania,Blair County
42015,Pennsylvania,Bradford County
42017,Pennsylvania,Bucks County
42019,Pennsylvania,Butler County
42021,Pennsylvania,Cambria County
42023,Pennsylvania,Cameron County
42025,Pennsylvania,Carbon County
42027,Pennsylvania,Centre County
42029,Pennsylvania,Chester County
42031,Pennsylvania,Clarion County
42033,Pennsylvania,Clearfield County
42035,Pennsylvania,Clinton County
42037,Pennsylvania,Columbia County
42039,Pennsylvania,Crawford County
42041,Pennsylvania,Cumberland County
42043,Pennsylvania,Dauphin County
42045,Pennsylvania,Delaware County
42047,Pennsylvania,Elk County
42049,Pennsylvania,Erie County
42051,Pennsylvania,Fayette County
42053,Pennsylvania,Forest County
42055,Pennsylvania,Franklin County
42057,Pennsylvania,Fulton County
42059,Pennsylvania,Greene County
42061,Pennsylvania,Huntingdon County
42063,Pennsylvania,Indiana County
42065,Pennsylvania,Jefferson County
42067,Pennsylvania,Juniata County
42069,Pennsylvania,Lackawanna County
42071,Pennsylvania,Lancaster County
42073,Pennsylvania,Lawrence County
42075,Pennsylvania,Lebanon County
42077,Pennsylvania,Lehigh County
42079,Pennsylvania,Luzerne County
42081,Pennsylvania,Lycoming County
42083,Pennsylvania,McKean County
42085,Pennsylvania,Mercer County
42087,Pennsylvania,Mifflin County
42089,Pennsylvania,Monroe County
42091,Pennsylvania,Montgomery County
42093,Pennsylvania,Montour County
42095,Pennsylvania,Northampton County
42097,Pennsylvania,Northumberland County
42099,Pennsylvania,Perry County
42101,Pennsylvania,Philadelphia County
42103,Pennsylvania,Pike County
42105,Pennsylvania,Potter County
42107,Pennsylvania,Schuylkill County
42109,Pennsylvania,Snyder County
42111,Pennsylvania,Somerset County
42113,Pennsylvania,Sullivan County
42115,Pennsylvania,Susquehanna County
42117,Pennsylvania,Tioga County
42119,Pennsylvania,Union County
42121,Pennsylvania,Venango County
42123,Pennsylvania,Warren County
42125,Pennsylvania,Washington County
42127,Pennsylvania,Wayne County
42129,Pennsylvania,Westmoreland County
42131,Pennsylvania,Wyoming County
42133,Pennsylvania,York County
44001,Rhode Island,Bristol County
44001,Rhode Island and Providence Plantations,Bristol County
44003,Rhode Island,Kent County
44003,Rhode Island and Providence Plantations,Kent County
44005,Rhode Island,Newport County
44005,Rhode Island and Providence Plantations,Newport County
44007,Rhode Island,Providence County
44007,Rhode Island and Providence Plantations,Providence County
44009,Rhode Island,Washington County
44009,Rhode Island and Providence Plantations,Washington County
45001,South Carolina,Abbeville County
45003,South Carolina,Aiken County
45005,South Carolina,Allendale County
45007,South Carolina,Anderson County
45009,South Carolina,Bamberg County
45011,South Carolina,Barnwell County
45013,South Carolina,Beaufort County
45015,South Carolina,Berkeley County
45017,South Carolina,Calhoun County
45019,South Carolina,Charleston County
45021,South Carolina,Cherokee County
45023,South Carolina,Chester County
45025,South Carolina,Chesterfield County
45027,South Carolina,Clarendon County
45029,South Carolina,Colleton County
45031,South Carolina,Darlington County
45033,South Carolina,Dillon County
45035,South Carolina,Dorchester County
45037,South Carolina,Edgefield County
45039,South Carolina,Fairfield County
45041,South Carolina,Florence County
45043,South Carolina,Georgetown County
45045,South Carolina,Greenville County
45047,South Carolina,Greenwood County
45049,South Carolina,Hampton County
45051,South Carolina,Horry County
45053,South Carolina,Jasper County
45055,South Carolina,Kershaw County
45057,South Carolina,Lancaster County
45059,South Carolina,Laurens County
45061,South Carolina,Lee County
45063,South Carolina,Lexington County
45065,South Carolina,McCormick County
45067,South Carolina,Marion County
45069,South Carolina,Marlboro County
45071,South Carolina,Newberry County
45073,South Carolina,Oconee County
45075,South Carolina,Orangeburg County
45077,South Carolina,Pickens County
45079,South Carolina,Richland County
45081,South Carolina,Saluda County
45083,South Carolina,Spartanburg County
45085,South Carolina,Sumter County
45087,South Carolina,Union County
45089,South Carolina,Williamsburg County
45091,South Carolina,York County
46003,South Dakota,Aurora County
46005,South Dakota,Beadle County
46007,South Dakota,Bennett County
46009,South Dakota,Bon Homme County
46011,South Dakota,Brookings County
46013,South Dakota,Brown County
46015,South Dakota,Brule County
46017,South Dakota,Buffalo County
46019,South Dakota,Butte County
46021,South Dakota,Campbell County
46023,South Dakota,Charles Mix County
46025,South Dakota,Clark County
46027,South Dakota,Clay County
46029,South Dakota,Codington County
46031,South Dakota,Corson County
46033,South Dakota,Custer County
46035,South Dakota,Davison County
46037,South Dakota,Day County
46039,South Dakota,Deuel County
46041,South Dakota,Dewey County
46043,South Dakota,Douglas County
46045,South Dakota,Edmunds County
46047,South Dakota,Fall River County
46049,South Dakota,Faulk County
46051,South Dakota,Grant County
46053,South Dakota,Gregory County
46055,South Dakota,Haakon County
46057,South Dakota,Hamlin County
46059,South Dakota,Hand County
46061,South Dakota,Hanson County
46063,South Dakota,Harding County
46065,South Dakota,Hughes County
46067,South Dakota,Hutchinson County
46069,South Dakota,Hyde County
46071,South Dakota,Jackson County
46073,South Dakota,Jerauld County
46075,South Dakota,Jones County
46077,South Dakota,Kingsbury County
46079,South Dakota,Lake County
46081,South Dakota,Lawrence County
46083,South Dakota,Lincoln County
46085,South Dakota,Lyman County
46087,South Dakota,McCook County
46089,South Dakota,McPherson County
46091,South Dakota,Marshall County
46093,South Dakota,Meade County
46095,South Dakota,Mellette County
46097,South Dakota,Miner County
46099,South Dakota,Minnehaha County
46101,South Dakota,Moody County
46103,South Dakota,Pennington County
46105,South Dakota,Perkins County
46107,South Dakota,Potter County
46109,South Dakota,Roberts County
46111,South Dakota,Sanborn County
46102,South Dakota,Shannon County
46102,South Dakota,Oglala Lakota County
46115,South Dakota,Spink County
46117,South Dakota,Stanley County
46119,South Dakota,Sully County
46121,South Dakota,Todd County
46123,South Dakota,Tripp County
46125,South Dakota,Turner County
46127,South Dakota,Union County
46129,South Dakota,Walworth County
46135,South Dakota,Yankton County
46137,South Dakota,Ziebach County
47001,Tennessee,Anderson County
47003,Tennessee,Bedford County
47005,Tennessee,Benton County
47007,Tennessee,Bledsoe County
47009,Tennessee,Blount County
47011,Tennessee,Bradley County
47013,Tennessee,Campbell County
47015,Tennessee,Cannon County
47017,Tennessee,Carroll County
47019,Tennessee,Carter County
47021,Tennessee,Cheatham County
47023,Tennessee,Chester County
47025,Tennessee,Claiborne County
47027,Tennessee,Clay County
47029,Tennessee,Cocke County
47031,Tennessee,Coffee County
47033,Tennessee,Crockett County
47035,Tennessee,Cumberland County
47037,Tennessee,Davidson County
47039,Tennessee,Decatur County
47041,Tennessee,DeKalb County
47043,Tennessee,Dickson County
47045,Tennessee,Dyer County
47047,Tennessee,Fayette County
47049,Tennessee,Fentress County
47051,Tennessee,Franklin County
47053,Tennessee,Gibson County
47055,Tennessee,Giles County
47057,Tennessee,Grainger County
47059,Tennessee,Greene County
47061,Tennessee,Grundy County
47063,Tennessee,Hamblen County
47065,Tennessee,Hamilton County
47067,Tennessee,Hancock County
47069,Tennessee,Hardeman County
47071,Tennessee,Hardin County
47073,Tennessee,Hawkins County
47075,Tennessee,Haywood County
47077,Tennessee,Henderson County
47079,Tennessee,Henry County
47081,Tennessee,Hickman County
47083,Tennessee,Houston County
47085,Tennessee,Humphreys County
47087,Tennessee,Jackson County
47089,Tennessee,Jefferson County
47091,Tennessee,Johnson County
47093,Tennessee,Knox County
47095,Tennessee,Lake County
47097,Tennessee,Lauderdale County
47099,Tennessee,Lawrence County
47101,Tennessee,Lewis County
47103,Tennessee,Lincoln County
47105,Tennessee,Loudon County
47107,Tennessee,McMinn County
47109,Tennessee,McNairy County
47111,Tennessee,Macon County
47113,Tennessee,Madison County
47115,Tennessee,Marion County
47117,Tennessee,Marshall County
47119,Tennessee,Maury County
47121,Tennessee,Meigs County
47123,Tennessee,Monroe County
47125,Tennessee,Montgomery County
47127,Tennessee,Moore County
47129,Tennessee,Morgan County
47131,Tennessee,Obion County
47133,Tennessee,Overton County
47135,Tennessee,Perry County
47137,Tennessee,Pickett County
47139,Tennessee,Polk County
47141,Tennessee,Putnam County
47143,Tennessee,Rhea County
47145,Tennessee,Roane County
47147,Tennessee,Robertson County
47149,Tennessee,Rutherford County
47151,Tennessee,Scott County
47153,Tennessee,Sequatchie County
47155,Tennessee,Sevier County
47157,Tennessee,Shelby County
47159,Tennessee,Smith County
47161,Tennessee,Stewart County
47163,Tennessee,Sullivan County
47165,Tennessee,Sumner County
47167,Tennessee,Tipton County
47169,Tennessee,Trousdale County
47171,Tennessee,Unicoi County
47173,Tennessee,Union County
47175,Tennessee,Van Buren County
47177,Tennessee,Warren County
47179,Tennessee,Washington County
47181,Tennessee,Wayne County
47183,Tennessee,Weakley County
47185,Tennessee,White County
47187,Tennessee,Williamson County
47189,Tennessee,Wilson County
48001,Texas,Anderson County
48003,Texas,Andrews County
48005,Texas,Angelina County
48007,Texas,Aransas County
48009,Texas,Archer County
48011,Texas,Armstrong County
48013,Texas,Atascosa County
48015,Texas,Austin County
48017,Texas,Bailey County
48019,Texas,Bandera County
48021,Texas,Bastrop County
48023,Texas,Baylor County
48025,Texas,Bee County
48027,Texas,Bell County
48029,Texas,Bexar County
48031,Texas,Blanco County
48033,Texas,Borden County
48035,Texas,Bosque County
48037,Texas,Bowie County
48039,Texas,Brazoria County
48041,Texas,Brazos County
48043,Texas,Brewster County
48045,Texas,Briscoe County
48047,Texas,Brooks County
48049,Texas,Brown County
48051,Texas,Burleson County
48053,Texas,Burnet County
48055,Texas,Caldwell County
48057,Texas,Calhoun County
48059,Texas,Callahan County
48061,Texas,Cameron County
48063,Texas,Camp County
48065,Texas,Carson County
48067,Texas,Cass County
48069,Texas,Castro County
48071,Texas,Chambers County
48073,Texas,Cherokee County
48075,Texas,Childress County
48077,Texas,Clay County
48079,Texas,Cochran County
48081,Texas,Coke County
48083,Texas,Coleman County
48085,Texas,Collin County
48087,Texas,Collingsworth County
48089,Texas,Colorado County
48091,Texas,Comal County
48093,Texas,Comanche County
48095,Texas,Concho County
48097,Texas,Cooke County
48099,Texas,Coryell County
48101,Texas,Cottle County
48103,Texas,Crane County
48105,Texas,Crockett County
48107,Texas,Crosby County
48109,Texas,Culberson County
48111,Texas,Dallam County
48113,Texas,Dallas County
48115,Texas,Dawson County
48117,Texas,Deaf Smith County
48119,Texas,Delta County
48121,Texas,Denton County
48123,Texas,DeWitt County
48125,Texas,Dickens County
48127,Texas,Dimmit County
48129,Texas,Donley County
48131,Texas,Duval County
48133,Texas,Eastland County
48135,Texas,Ector County
48137,Texas,Edwards County
48139,Texas,Ellis County
48141,Texas,El Paso County
48143,Texas,Erath County
48145,Texas,Falls County
48147,Texas,Fannin County
48149,Texas,Fayette County
48151,Texas,Fisher County
48153,Texas,Floyd County
48155,Texas,Foard County
48157,Texas,Fort Bend County
48159,Texas,Franklin County
48161,Texas,Freestone County
48163,Texas,Frio County
48165,Texas,Gaines County
48167,Texas,Galveston County
48169,Texas,Garza County
48171,Texas,Gillespie County
48173,Texas,Glasscock County
48175,Texas,Goliad County
48177,Texas,Gonzales County
48179,Texas,Gray County
48181,Texas,Grayson County
48183,Texas,Gregg County
48185,Texas,Grimes County
48187,Texas,Guadalupe County
48189,Texas,Hale County
48191,Texas,Hall County
48193,Texas,Hamilton County
48195,Texas,Hansford County
48197,Texas,Hardeman County
48199,Texas,Hardin County
48201,Texas,Harris County
48203,Texas,Harrison County
48205,Texas,Hartley County
48207,Texas,Haskell County
48209,Texas,Hays County
48211,Texas,Hemphill County
48213,Texas,Henderson County
48215,Texas,Hidalgo County
48217,Texas,Hill County
48219,Texas,Hockley County
48221,Texas,Hood County
48223,Texas,Hopkins County
48225,Texas,Houston County
48227,Texas,Howard County
48229,Texas,Hudspeth County
48231,Texas,Hunt County
48233,Texas,Hutchinson County
48235,Texas,Irion County
48237,Texas,Jack County
48239,Texas,Jackson County
48241,Texas,Jasper County
48243,Texas,Jeff Davis County
48245,Texas,Jefferson County
48247,Texas,Jim Hogg County
48249,Texas,Jim Wells County
48251,Texas,Johnson County
48253,Texas,Jones County
48255,Texas,Karnes County
48257,Texas,Kaufman County
48259,Texas,Kendall County
48261,Texas,Kenedy County
48263,Texas,Kent County
48265,Texas,Kerr County
48267,Texas,Kimble County
48269,Texas,King County
48271,Texas,Kinney County
48273,Texas,Kleberg County
48275,Texas,Knox County
48277,Texas,Lamar County
48279,Texas,Lamb County
48281,Texas,Lampasas County
48283,Texas,La Salle County
48285,Texas,Lavaca County
48287,Texas,Lee County
48289,Texas,Leon County
48291,Texas,Liberty County
48293,Texas,Limestone County
48295,Texas,Lipscomb County
48297,Texas,Live Oak County
48299,Texas,Llano County
48301,Texas,Loving County
48303,Texas,Lubbock County
48305,Texas,Lynn County
48307,Texas,McCulloch County
48309,Texas,McLennan County
48311,Texas,McMullen County
48313,Texas,Madison County
48315,Texas,Marion County
48317,Texas,Martin County
48319,Texas,Mason County
48321,Texas,Matagorda County
48323,Texas,Maverick County
48325,Texas,Medina County
48327,Texas,Menard County
48329,Texas,Midland County
48331,Texas,Milam County
48333,Texas,Mills County
48335,Texas,Mitchell County
48337,Texas,Montague County
48339,Texas,Montgomery County
48341,Texas,Moore County
48343,Texas,Morris County
48345,Texas,Motley County
48347,Texas,Nacogdoches County
48349,Texas,Navarro County
48351,Texas,Newton County
48353,Texas,Nolan County
48355,Texas,Nueces County
48357,Texas,Ochiltree County
48359,Texas,Oldham County
48361,Texas,Orange County
48363,Texas,Palo Pinto County
48365,Texas,Panola County
48367,Texas,Parker County
48369,Texas,Parmer County
48371,Texas,Pecos County
48373,Texas,Polk County
48375,Texas,Potter County
48377,Texas,Presidio County
48379,Texas,Rains County
48381,Texas,Randall County
48383,Texas,Reagan County
48385,Texas,Real County
48387,Texas,Red River County
48389,Texas,Reeves County
48391,Texas,Refugio County
48393,Texas,Roberts County
48395,Texas,Robertson County
48397,Texas,Rockwall County
48399,Texas,Runnels County
48401,Texas,Rusk County
48403,Texas,Sabine County
48405,Texas,San Augustine County
48407,Texas,San Jacinto County
48409,Texas,San Patricio County
48411,Texas,San Saba County
48413,Texas,Schleicher County
48415,Texas,Scurry County
48417,Texas,Shackelford County
48419,Texas,Shelby County
48421,Texas,Sherman County
48423,Texas,Smith County
48425,Texas,Somervell County
48427,Texas,Starr County
48429,Texas,Stephens County
48431,Texas,Sterling County
48433,Texas,Stonewall County
48435,Texas,Sutton County
48437,Texas,Swisher County
48439,Texas,Tarrant County
48441,Texas,Taylor County
48443,Texas,Terrell County
48445,Texas,Terry County
48447,Texas,Throckmorton County
48449,Texas,Titus County
48451,Texas,Tom Green County
48453,Texas,Travis County
48455,Texas,Trinity County
48457,Texas,Tyler County
48459,Texas,Upshur County
48461,Texas,Upton County
48463,Texas,Uvalde County
48465,Texas,Val Verde County
48467,Texas,Van Zandt County
48469,Texas,Victoria County
48471,Texas,Walker County
48473,Texas,Waller County
48475,Texas,Ward County
48477,Texas,Washington County
48479,Texas,Webb County
48481,Texas,Wharton County
48483,Texas,Wheeler County
48485,Texas,Wichita County
48487,Texas,Wilbarger County
48489,Texas,Willacy County
48491,Texas,Williamson County
48493,Texas,Wilson County
48495,Texas,Winkler County
48497,Texas,Wise County
48499,Texas,Wood County
48501,Texas,Yoakum County
48503,Texas,Young County
48505,Texas,Zapata County
48507,Texas,Zavala County
49001,Utah,Beaver County
49003,Utah,Box Elder County
49005,Utah,Cache County
49007,Utah,Carbon County
49009,Utah,Daggett County
49011,Utah,Davis County
49013,Utah,Duchesne County
49015,Utah,Emery County
49017,Utah,Garfield County
49019,Utah,Grand County
49021,Utah,Iron County
49023,Utah,Juab County
49025,Utah,Kane County
49027,Utah,Millard County
49029,Utah,Morgan County
49031,Utah,Piute County
49033,Utah,Rich County
49035,Utah,Salt Lake County
49037,Utah,San Juan County
49039,Utah,Sanpete County
49041,Utah,Sevier County
49043,Utah,Summit County
49045,Utah,Tooele County
49047,Utah,Uintah County
49049,Utah,Utah County
49051,Utah,Wasatch County
49053,Utah,Washington County
49055,Utah,Wayne County
49057,Utah,Weber County
50001,Vermont,Addison County
50003,Vermont,Bennington County
50005,Vermont,Caledonia County
50007,Vermont,Chittenden County
50009,Vermont,Essex County
50011,Vermont,Franklin County
50013,Vermont,Grand Isle County
50015,Vermont,Lamoille County
50017,Vermont,Orange County
50019,Vermont,Orleans County
50021,Vermont,Rutland County
50023,Vermont,Washington County
50025,Vermont,Windham County
50027,Vermont,Windsor County
51001,Virginia,Accomack County
51003,Virginia,Albemarle County
51005,Virginia,Alleghany County
51007,Virginia,Amelia County
51009,Virginia,Amherst County
51011,Virginia,Appomattox County
51013,Virginia,Arlington County
51015,Virginia,Augusta County
51017,Virginia,Bath County
51019,Virginia,Bedford County
51021,Virginia,Bland County
51023,Virginia,Botetourt County
51025,Virginia,Brunswick County
51027,Virginia,Buchanan County
51029,Virginia,Buckingham County
51031,Virginia,Campbell County
51033,Virginia,Caroline County
51035,Virginia,Carroll County
51036,Virginia,Charles City County
51037,Virginia,Charlotte County
51041,Virginia,Chesterfield County
51043,Virginia,Clarke County
51045,Virginia,Craig County
51047,Virginia,Culpeper County
51049,Virginia,Cumberland County
51051,Virginia,Dickenson County
51053,Virginia,Dinwiddie County
51057,Virginia,Essex County
51059,Virginia,Fairfax County
51061,Virginia,Fauquier County
51063,Virginia,Floyd County
51065,Virginia,Fluvanna County
51067,Virginia,Franklin County
51069,Virginia,Frederick County
51071,Virginia,Giles County
51073,Virginia,Gloucester County
51075,Virginia,Goochland County
51077,Virginia,Grayson County
51079,Virginia,Greene County
51081,Virginia,Greensville County
51083,Virginia,Halifax County
51085,Virginia,Hanover County
51087,Virginia,Henrico County
51089,Virginia,Henry County
51091,Virginia,Highland County
51093,Virginia,Isle of Wight County
51095,Virginia,James City County
51097,Virginia,King and Queen County
51099,Virginia,King George County
51101,Virginia,King William County
51103,Virginia,Lancaster County
51105,Virginia,Lee County
51107,Virginia,Loudoun County
51109,Virginia,Louisa County
51111,Virginia,Lunenburg County
51113,Virginia,Madison County
51115,Virginia,Mathews County
51117,Virginia,Mecklenburg County
51119,Virginia,Middlesex County
51121,Virginia,Montgomery County
51125,Virginia,Nelson County
51127,Virginia,New Kent County
51131,Virginia,Northampton County
51133,Virginia,Northumberland County
51135,Virginia,Nottoway County
51137,Virginia,Orange County
51139,Virginia,Page County
51141,Virginia,Patrick County
51143,Virginia,Pittsylvania County
51145,Virginia,Powhatan County
51147,Virginia,Prince Edward County
51149,Virginia,Prince George County
51153,Virginia,Prince William County
51155,Virginia,Pulaski County
51157,Virginia,Rappahannock County
51159,Virginia,Richmond County
51161,Virginia,Roanoke County
51163,Virginia,Rockbridge County
51165,Virginia,Rockingham County
51167,Virginia,Russell County
51169,Virginia,Scott County
