name;geog_id;transit_scores - population weighted averages aggregated from town/city level to county;
"Onslow County, North Carolina";37133;"1,642001534";
"Ontario County, New York";36069;"0,00166936";
"Ontonagon County, Michigan";26131;0;
"Orange County, California";6059;"4,457074769";
"Orange County, Florida";12095;"4,340752645";
"Orange County, Indiana";18117;0;
"Orange County, New York";36071;"1,164587189";
"Orange County, North Carolina";37135;"5,738399501";
"Orange County, Texas";48361;"0,001034116";
"Orange County, Vermont";50017;"0,7";
"Orange County, Virginia";51137;0;
"Orangeburg County, South Carolina";45075;0;
"Oregon County, Missouri";29149;0;
"Orleans Parish County, Louisiana";22071;"7,4";
"Orleans County, New York";36073;0;
"Orleans County, Vermont";50019;"1,26371412";
"Osage County, Kansas";20139;0;
"Osage County, Missouri";29151;0;
"Osage County, Oklahoma";40113;0;
"Osborne County, Kansas";20141;0;
"Osceola County, Florida";12097;"3,848649548";
"Osceola County, Iowa";19143;0;
"Osceola County, Michigan";26133;0;
"Oscoda County, Michigan";26135;0;
"Oswego County, New York";36075;"0,33533705";
"Otero County, Colorado";8089;"0,586386658";
"Otero County, New Mexico";35035;0;
"Otoe County, Nebraska";31131;0;
"Otsego County, Michigan";26137;0;
"Otsego County, New York";36077;0;
"Ottawa County, Kansas";20143;0;
"Ottawa County, Michigan";26139;"2,023408409";
"Ottawa County, Ohio";39123;0;
"Ottawa County, Oklahoma";40115;0;
"Otter Tail County, Minnesota";27111;0;
"Ouachita County, Arkansas";5103;0;
"Ouachita Parish County, Louisiana";22073;"2,195235336";
"Ouray County, Colorado";8091;0;
"Outagamie County, Wisconsin";55087;"3,15962978";
"Overton County, Tennessee";47133;0;
"Owen County, Indiana";18119;0;
"Owen County, Kentucky";21187;0;
"Owsley County, Kentucky";21189;0;
"Owyhee County, Idaho";16073;0;
"Oxford County, Maine";23017;0;
"Ozark County, Missouri";29153;0;
"Ozaukee County, Wisconsin";55089;"0,566143058";
"Pacific County, Washington";53049;"1,688408557";
"Page County, Iowa";19145;0;
"Page County, Virginia";51139;0;
"Palm Beach County, Florida";12099;"3,799002787";
"Palo Alto County, Iowa";19147;0;
"Palo Pinto County, Texas";48363;0;
"Pamlico County, North Carolina";37137;"0,406671488";
"Panola County, Mississippi";28107;0;
"Panola County, Texas";48365;0;
"Park County, Colorado";8093;0;
"Park County, Montana";30067;"0,284420066";
"Park County, Wyoming";56029;0;
"Parke County, Indiana";18121;0;
"Parker County, Texas";48367;0;
"Parmer County, Texas";48369;0;
"Pasco County, Florida";12101;"1,876119014";
"Pasquotank County, North Carolina";37139;0;
"Passaic County, New Jersey";34031;"6,634453482";
"Patrick County, Virginia";51141;0;
"Paulding County, Georgia";13223;"0,223717077";
"Paulding County, Ohio";39125;0;
"Pawnee County, Kansas";20145;0;
"Pawnee County, Nebraska";31133;0;
"Pawnee County, Oklahoma";40117;0;
"Payette County, Idaho";16075;"0,199128855";
"Payne County, Oklahoma";40119;0;
"Peach County, Georgia";13225;0;
"Pearl River County, Mississippi";28109;"0,40522068";
"Pecos County, Texas";48371;0;
"Pembina County, North Dakota";38067;0;
"Pemiscot County, Missouri";29155;0;
"Pend Oreille County, Washington";53051;0;
"Pender County, North Carolina";37141;0;
"Pendleton County, Kentucky";21191;0;
"Pennington County, Minnesota";27113;0;
"Pennington County, South Dakota";46103;"1,996876751";
"Penobscot County, Maine";23019;"2,815227152";
"Peoria County, Illinois";17143;"3,59857367";
"Pepin County, Wisconsin";55091;0;
"Perkins County, Nebraska";31135;0;
"Perkins County, South Dakota";46105;0;
"Perquimans County, North Carolina";37143;0;
"Perry County, Alabama";1105;0;
"Perry County, Arkansas";5105;0;
"Perry County, Illinois";17145;"0,998883049";
"Perry County, Indiana";18123;0;
"Perry County, Kentucky";21193;0;
"Perry County, Mississippi";28111;0;
"Perry County, Missouri";29157;0;
"Perry County, Ohio";39127;0;
"Perry County, Pennsylvania";42099;0;
"Perry County, Tennessee";47135;0;
"Pershing County, Nevada";32027;0;
"Person County, North Carolina";37145;0;
"Petersburg Borough County, Alaska";2195;0;
"Petersburg city County, Virginia";51730;"3,4";
"Petroleum County, Montana";30069;0;
"Pettis County, Missouri";29159;"0,585205004";
"Phelps County, Missouri";29161;0;
"Phelps County, Nebraska";31137;"0,993372057";
"Philadelphia County, Pennsylvania";42101;9;
"Phillips County, Arkansas";5107;0;
"Phillips County, Colorado";8095;0;
"Phillips County, Kansas";20147;0;
"Phillips County, Montana";30071;"1,697104112";
"Piatt County, Illinois";17147;0;
"Pickaway County, Ohio";39129;0;
"Pickens County, Alabama";1107;0;
"Pickens County, Georgia";13227;0;
"Pickens County, South Carolina";45077;"1,403762406";
"Pickett County, Tennessee";47137;0;
"Pierce County, Georgia";13229;0;
"Pierce County, Nebraska";31139;0;
"Pierce County, North Dakota";38069;"1,498313437";
"Pierce County, Washington";53053;"3,291786801";
"Pierce County, Wisconsin";55093;"0,003002339";
"Pike County, Alabama";1109;0;
"Pike County, Arkansas";5109;0;
"Pike County, Georgia";13231;0;
"Pike County, Illinois";17149;0;
"Pike County, Indiana";18125;0;
"Pike County, Kentucky";21195;"0,038834016";
"Pike County, Mississippi";28113;"0,590422547";
"Pike County, Missouri";29163;0;
"Pike County, Ohio";39131;0;
"Pike County, Pennsylvania";42103;"0,634568962";
"Pima County, Arizona";4019;"4,143703192";
"Pinal County, Arizona";4021;"0,087135799";
"Pine County, Minnesota";27115;0;
"Pinellas County, Florida";12103;"4,655026654";
"Pipestone County, Minnesota";27117;0;
"Pitkin County, Colorado";8097;"7,269620141";
"Pitt County, North Carolina";37147;"2,03950097";
"Pittsburg County, Oklahoma";40121;0;
"Pittsylvania County, Virginia";51143;0;
"Piute County, Utah";49031;0;
"Placer County, California";6061;"2,368828416";
"Plaquemines Parish County, Louisiana";22075;"0,153370597";
"Platte County, Missouri";29165;"0,953367247";
"Platte County, Nebraska";31141;0;
"Platte County, Wyoming";56031;0;
"Plumas County, California";6063;"0,88137773";
"Plymouth County, Iowa";19149;0;
"Plymouth County, Massachusetts";25023;"4,732070372";
"Pocahontas County, Iowa";19151;0;
"Poinsett County, Arkansas";5111;0;
"Pointe Coupee Parish County, Louisiana";22077;0;
"Polk County, Arkansas";5113;0;
"Polk County, Florida";12105;"1,972592689";
"Polk County, Georgia";13233;0;
"Polk County, Iowa";19153;"3,486675279";
"Polk County, Minnesota";27119;"1,336819287";
"Polk County, Missouri";29167;0;
"Polk County, Nebraska";31143;0;
"Polk County, North Carolina";37149;0;
"Polk County, Oregon";41053;"1,779620247";
"Polk County, Tennessee";47139;0;
"Polk County, Texas";48373;0;
"Polk County, Wisconsin";55095;0;
"Pondera County, Montana";30073;0;
"Pontotoc County, Mississippi";28115;0;
"Pontotoc County, Oklahoma";40123;0;
"Pope County, Arkansas";5115;0;
"Pope County, Illinois";17151;0;
"Pope County, Minnesota";27121;0;
"Poquoson city County, Virginia";51735;0;
"Portage County, Ohio";39133;"2,288271043";
"Portage County, Wisconsin";55097;0;
"Porter County, Indiana";18127;"0,991942913";
"Portsmouth city County, Virginia";51740;"3,9";
"Posey County, Indiana";18129;0;
"Pottawatomie County, Kansas";20149;0;
"Pottawatomie County, Oklahoma";40125;0;
"Pottawattamie County, Iowa";19155;"2,219681972";
"Potter County, Pennsylvania";42105;0;
"Potter County, South Dakota";46107;0;
"Potter County, Texas";48375;"2,299971915";
"Powder River County, Montana";30075;0;
"Powell County, Kentucky";21197;0;
"Powell County, Montana";30077;0;
"Power County, Idaho";16077;0;
"Poweshiek County, Iowa";19157;0;
"Powhatan County, Virginia";51145;0;
"Prairie County, Arkansas";5117;0;
"Prairie County, Montana";30079;0;
"Pratt County, Kansas";20151;0;
"Preble County, Ohio";39135;"0,001169652";
"Prentiss County, Mississippi";28117;0;
"Presidio County, Texas";48377;0;
"Presque Isle County, Michigan";26141;0;
"Price County, Wisconsin";55099;0;
"Prince Edward County, Virginia";51147;0;
"Prince George County, Virginia";51149;"0,1";
"Prince George's County, Maryland";24033;"5,911093772";
"Prince of Wales-Hyder Census Area County, Alaska";2198;"0,003091632";
"Prince William County, Virginia";51153;"2,502908609";
"Providence County, Rhode Island";44007;"5,766009808";
"Prowers County, Colorado";8099;"0,874814463";
"Pueblo County, Colorado";8101;"2,624847021";
"Pulaski County, Arkansas";5119;"2,59580885";
"Pulaski County, Georgia";13235;0;
"Pulaski County, Illinois";17153;"0,059286919";
"Pulaski County, Indiana";18131;0;
"Pulaski County, Kentucky";21199;0;
"Pulaski County, Missouri";29169;0;
"Pulaski County, Virginia";51155;"0,79352061";
"Pushmataha County, Oklahoma";40127;0;
"Putnam County, Florida";12107;"0,731256077";
"Putnam County, Georgia";13237;0;
"Putnam County, Illinois";17155;0;
"Putnam County, Indiana";18133;0;
"Putnam County, Missouri";29171;0;
"Putnam County, New York";36079;"1,654425852";
"Putnam County, Ohio";39137;0;
"Putnam County, Tennessee";47141;0;
"Quay County, New Mexico";35037;0;
"Queen Anne's County, Maryland";24035;"1,261348037";
"Quitman County, Mississippi";28119;"0,884260249";
"Rabun County, Georgia";13241;0;
"Racine County, Wisconsin";55101;"3,243210242";
"Radford city County, Virginia";51750;"4,3";
"Rains County, Texas";48379;0;
"Ralls County, Missouri";29173;0;
"Ramsey County, Minnesota";27123;"6,226193938";
"Ramsey County, North Dakota";38071;"1,098418351";
"Randall County, Texas";48381;0;
"Randolph County, Alabama";1111;0;
"Randolph County, Arkansas";5121;0;
"Randolph County, Georgia";13243;0;
"Randolph County, Illinois";17157;0;
"Randolph County, Indiana";18135;0;
"Randolph County, Missouri";29175;0;
"Randolph County, North Carolina";37151;"0,391069967";
"Rankin County, Mississippi";28121;"0,020684376";
"Ransom County, North Dakota";38073;0;
"Rapides Parish County, Louisiana";22079;0;
"Rappahannock County, Virginia";51157;0;
"Ravalli County, Montana";30081;0;
"Rawlins County, Kansas";20153;0;
"Ray County, Missouri";29177;0;
"Reagan County, Texas";48383;0;
"Real County, Texas";48385;0;
"Red Lake County, Minnesota";27125;0;
"Red River Parish County, Louisiana";22081;0;
"Red River County, Texas";48387;0;
"Red Willow County, Nebraska";31145;"0,695652693";
"Redwood County, Minnesota";27127;0;
"Reeves County, Texas";48389;0;
"Refugio County, Texas";48391;0;
"Reno County, Kansas";20155;"0,289518395";
"Rensselaer County, New York";36083;"5,604977882";
"Renville County, Minnesota";27129;0;
"Renville County, North Dakota";38075;0;
"Republic County, Kansas";20157;0;
"Reynolds County, Missouri";29179;0;
"Rhea County, Tennessee";47143;0;
"Rice County, Kansas";20159;0;
"Rice County, Minnesota";27131;0;
"Rich County, Utah";49033;0;
"Richardson County, Nebraska";31147;0;
"Richland County, Illinois";17159;0;
"Richland Parish County, Louisiana";22083;0;
"Richland County, Montana";30083;0;
"Richland County, North Dakota";38077;0;
"Richland County, Ohio";39139;"2,038050528";
"Richland County, South Carolina";45079;"4,650914195";
"Richland County, Wisconsin";55103;0;
"Richmond County, Georgia";13245;0;
"Richmond County, North Carolina";37153;"0,222957552";
"Richmond County, Virginia";51159;"7,694455542";
"Riley County, Kansas";20161;0;
"Ringgold County, Iowa";19159;0;
"Rio Arriba County, New Mexico";35039;"2,360708465";
"Rio Blanco County, Colorado";8103;0;
"Rio Grande County, Colorado";8105;0;
"Ripley County, Indiana";18137;0;
"Ripley County, Missouri";29181;0;
"Riverside County, California";6065;"3,497589264";
"Roane County, Tennessee";47145;0;
"Roanoke County, Virginia";51161;"3,655236239";
"Roberts County, South Dakota";46109;0;
"Roberts County, Texas";48393;0;
"Robertson County, Kentucky";21201;0;
"Robertson County, Tennessee";47147;"0,250859715";
"Robertson County, Texas";48395;0;
"Robeson County, North Carolina";37155;0;
"Rock County, Minnesota";27133;0;
"Rock County, Nebraska";31149;0;
"Rock County, Wisconsin";55105;"2,948988874";
"Rock Island County, Illinois";17161;"5,758952437";
"Rockbridge County, Virginia";51163;"0,559239198";
"Rockcastle County, Kentucky";21203;0;
"Rockdale County, Georgia";13247;"0,173859847";
"Rockingham County, New Hampshire";33015;"3,465542299";
"Rockingham County, North Carolina";37157;0;
"Rockingham County, Virginia";51165;"0,127430901";
"Rockland County, New York";36087;"2,227306266";
"Rockwall County, Texas";48397;0;
"Roger Mills County, Oklahoma";40129;0;
"Rogers County, Oklahoma";40131;0;
"Rolette County, North Dakota";38079;0;
"Rooks County, Kansas";20163;0;
"Roosevelt County, Montana";30085;"1,228077195";
"Roosevelt County, New Mexico";35041;0;
"Roscommon County, Michigan";26143;0;
"Roseau County, Minnesota";27135;0;
"Rosebud County, Montana";30087;0;
"Ross County, Ohio";39141;0;
"Routt County, Colorado";8107;0;
"Rowan County, Kentucky";21205;0;
"Rowan County, North Carolina";37159;"1,804037806";
"Runnels County, Texas";48399;0;
"Rush County, Indiana";18139;0;
"Rush County, Kansas";20165;0;
"Rusk County, Texas";48401;0;
"Rusk County, Wisconsin";55107;0;
"Russell County, Alabama";1113;"1,069956433";
"Russell County, Kansas";20167;0;
"Russell County, Kentucky";21207;0;
"Russell County, Virginia";51167;0;
"Rutherford County, North Carolina";37161;0;
"Rutherford County, Tennessee";47149;"1,397080344";
"Rutland County, Vermont";50021;"5,259354822";
"Sabine Parish County, Louisiana";22085;0;
"Sabine County, Texas";48403;0;
"Sac County, Iowa";19161;0;
"Sacramento County, California";6067;"4,861085766";
"Sagadahoc County, Maine";23023;0;
"Saginaw County, Michigan";26145;"3,399116904";
"Saguache County, Colorado";8109;0;
"Salem County, New Jersey";34033;"2,997152933";
"Salem city County, Virginia";51775;"2,3";
"Saline County, Arkansas";5125;0;
"Saline County, Illinois";17165;0;
"Saline County, Kansas";20169;"3,297647515";
"Saline County, Missouri";29195;0;
"Saline County, Nebraska";31151;0;
"Salt Lake County, Utah";49035;"6,795684058";
"Saluda County, South Carolina";45081;0;
"Sampson County, North Carolina";37163;0;
"San Augustine County, Texas";48405;0;
"San Benito County, California";6069;"2,324147471";
"San Bernardino County, California";6071;"4,684403063";
"San Diego County, California";6073;"5,482784819";
"San Francisco County, California";6075;"9,6";
"San Jacinto County, Texas";48407;0;
"San Joaquin County, California";6077;"3,365419222";
"San Juan County, Colorado";8111;0;
"San Juan County, New Mexico";35045;"1,419241326";
"San Juan County, Utah";49037;"0,774713589";
"San Juan County, Washington";53055;"3,3";
"San Luis Obispo County, California";6079;"3,031033906";
"San Mateo County, California";6081;"6,382051496";
"San Miguel County, Colorado";8113;0;
"San Miguel County, New Mexico";35047;"1,010154844";
"San Patricio County, Texas";48409;"0,099165089";
"San Saba County, Texas";48411;0;
"Sanborn County, South Dakota";46111;0;
"Sanders County, Montana";30089;0;
"Sandoval County, New Mexico";35043;"1,029581231";
"Sandusky County, Ohio";39143;0;
"Sangamon County, Illinois";17167;"3,802035873";
"Sanilac County, Michigan";26151;0;
"Sanpete County, Utah";49039;"0,658221498";
"Santa Barbara County, California";6083;"4,628097423";
"Santa Clara County, California";6085;"6,688243529";
"Santa Cruz County, Arizona";4023;0;
"Santa Cruz County, California";6087;"5,417571532";
"Santa Fe County, New Mexico";35049;"4,13737626";
"Santa Rosa County, Florida";12113;"0,06516154";
"Sarasota County, Florida";12115;"3,673429609";
"Saratoga County, New York";36091;"3,382034187";
"Sargent County, North Dakota";38081;0;
"Sarpy County, Nebraska";31153;"0,560162393";
"Sauk County, Wisconsin";55111;"0,028072235";
"Saunders County, Nebraska";31155;0;
"Sawyer County, Wisconsin";55113;0;
"Schenectady County, New York";36093;"6,350573154";
"Schleicher County, Texas";48413;0;
"Schley County, Georgia";13249;0;
"Schoharie County, New York";36095;0;
"Schoolcraft County, Michigan";26153;0;
"Schuyler County, Illinois";17169;0;
"Schuyler County, Missouri";29197;0;
"Schuyler County, New York";36097;0;
"Schuylkill County, Pennsylvania";42107;"1,977934411";
"Scioto County, Ohio";39145;"0,003530634";
"Scotland County, Missouri";29199;0;
"Scotland County, North Carolina";37165;0;
"Scott County, Arkansas";5127;0;
"Scott County, Illinois";17171;0;
"Scott County, Indiana";18143;0;
"Scott County, Iowa";19163;"2,412637147";
"Scott County, Kansas";20171;0;
"Scott County, Kentucky";21209;"0,994965768";
"Scott County, Minnesota";27139;"1,644981978";
"Scott County, Mississippi";28123;0;
"Scott County, Missouri";29201;0;
"Scott County, Tennessee";47151;0;
"Scott County, Virginia";51169;0;
"Scotts Bluff County, Nebraska";31157;0;
"Screven County, Georgia";13251;0;
"Scurry County, Texas";48415;0;
"Searcy County, Arkansas";5129;0;
"Sebastian County, Arkansas";5131;"1,781483859";
"Sedgwick County, Colorado";8115;0;
"Sedgwick County, Kansas";20173;"2,41346358";
"Seminole County, Florida";12117;"2,981861981";
"Seminole County, Georgia";13253;0;
"Seminole County, Oklahoma";40133;0;
"Seneca County, New York";36099;"0,001444835";
"Seneca County, Ohio";39147;0;
"Sequatchie County, Tennessee";47153;0;
"Sequoyah County, Oklahoma";40135;0;
"Sevier County, Arkansas";5133;0;
"Sevier County, Tennessee";47155;"0,473265171";
"Sevier County, Utah";49041;"0,303467943";
"Seward County, Kansas";20175;0;
"Seward County, Nebraska";31159;0;
"Shackelford County, Texas";48417;0;
"Shannon County, Missouri";29203;0;
"Sharkey County, Mississippi";28125;0;
"Sharp County, Arkansas";5135;0;
"Shasta County, California";6089;"2,380876268";
"Shawano County, Wisconsin";55115;0;
"Shawnee County, Kansas";20177;"3,389645327";
"Sheboygan County, Wisconsin";55117;"3,630030574";
"Shelby County, Alabama";1117;0;
"Shelby County, Illinois";17173;0;
"Shelby County, Indiana";18145;0;
"Shelby County, Iowa";19165;0;
"Shelby County, Kentucky";21211;0;
"Shelby County, Missouri";29205;0;
"Shelby County, Ohio";39149;0;
"Shelby County, Tennessee";47157;"3,348676552";
"Shelby County, Texas";48419;0;
"Shenandoah County, Virginia";51171;0;
"Sherburne County, Minnesota";27141;"0,616785142";
"Sheridan County, Kansas";20179;0;
"Sheridan County, Montana";30091;0;
"Sheridan County, Nebraska";31161;0;
"Sheridan County, North Dakota";38083;0;
"Sheridan County, Wyoming";56033;0;
"Sherman County, Kansas";20181;0;
"Sherman County, Nebraska";31163;0;
"Sherman County, Oregon";41055;0;
"Sherman County, Texas";48421;0;
"Shiawassee County, Michigan";26155;"0,129085106";
"Shoshone County, Idaho";16079;0;
"Sibley County, Minnesota";27143;0;
"Sierra County, California";6091;0;
"Sierra County, New Mexico";35051;0;
"Silver Bow County, Montana";30093;"1,1";
"Simpson County, Kentucky";21213;0;
"Simpson County, Mississippi";28127;0;
"Sioux County, Iowa";19167;0;
"Sioux County, Nebraska";31165;0;
"Sioux County, North Dakota";38085;0;
"Siskiyou County, California";6093;"1,724776755";
"Sitka City and Borough County, Alaska";2220;"2,2";
"Skagit County, Washington";53057;"4,125011127";
"Skagway Municipality County, Alaska";2230;0;
"Skamania County, Washington";53059;"0,657698485";
"Slope County, North Dakota";38087;0;
"Smith County, Kansas";20183;0;
"Smith County, Mississippi";28129;0;
"Smith County, Tennessee";47159;0;
"Smith County, Texas";48423;"1,950564629";
"Smyth County, Virginia";51173;0;
"Snohomish County, Washington";53061;"4,413651623";
"Snyder County, Pennsylvania";42109;0;
"Socorro County, New Mexico";35053;0;
"Solano County, California";6095;"4,313617672";
"Somerset County, Maryland";24039;"1,347908438";
"Somerset County, New Jersey";34035;"3,127244474";
"Somerset County, Pennsylvania";42111;"0,390155136";
"Somervell County, Texas";48425;0;
"Sonoma County, California";6097;"4,123683562";
"Southampton County, Virginia";51175;0;
"Southeast Fairbanks Census Area County, Alaska";2240;0;
"Spalding County, Georgia";13255;0;
"Spartanburg County, South Carolina";45083;"1,585142574";
"Spencer County, Indiana";18147;0;
"Spencer County, Kentucky";21215;0;
"Spink County, South Dakota";46115;0;
"Spokane County, Washington";53063;"5,329192754";
"Spotsylvania County, Virginia";51177;"0,469437834";
"St. Bernard Parish County, Louisiana";22087;"1,853762443";
"St. Charles Parish County, Louisiana";22089;0;
"St. Charles County, Missouri";29183;"0,390093483";
"St. Clair County, Alabama";1115;0;
"St. Clair County, Illinois";17163;"5,990829165";
"St. Clair County, Michigan";26147;"2,887832266";
"St. Clair County, Missouri";29185;0;
"St. Croix County, Wisconsin";55109;"0,000482996";
"St. Francis County, Arkansas";5123;0;
"St. Francois County, Missouri";29187;0;
"St. Helena Parish County, Louisiana";22091;0;
"St. James Parish County, Louisiana";22093;0;
"St. John the Baptist Parish County, Louisiana";22095;0;
"St. Johns County, Florida";12109;"0,746635692";
"St. Joseph County, Indiana";18141;"3,813635818";
"St. Joseph County, Michigan";26149;0;
"St. Landry Parish County, Louisiana";22097;0;
"St. Lawrence County, New York";36089;"0,883699892";
"St. Louis County, Minnesota";27137;"3,271418582";
"St. Louis County, Missouri";29189;"6,079634989";
"St. Lucie County, Florida";12111;"0,996892105";
"St. Martin Parish County, Louisiana";22099;0;
"St. Mary Parish County, Louisiana";22101;0;
"St. Mary's County, Maryland";24037;"2,164093729";
"St. Tammany Parish County, Louisiana";22103;"0,115344985";
"Stafford County, Kansas";20185;0;
"Stafford County, Virginia";51179;"1,434285919";
"Stanislaus County, California";6099;"3,986105012";
"Stanley County, South Dakota";46117;0;
"Stanly County, North Carolina";37167;0;
"Stanton County, Kansas";20187;0;
"Stanton County, Nebraska";31167;0;
"Stark County, Illinois";17175;0;
"Stark County, North Dakota";38089;0;
"Stark County, Ohio";39151;"3,654821096";
"Starke County, Indiana";18149;0;
"Starr County, Texas";48427;"0,00278608";
"Staunton city County, Virginia";51790;"0,4";
"Ste. Genevieve County, Missouri";29186;0;
"Stearns County, Minnesota";27145;"3,606076163";
"Steele County, Minnesota";27147;"0,095295637";
"Steele County, North Dakota";38091;0;
"Stephens County, Georgia";13257;"0,543648401";
"Stephens County, Oklahoma";40137;0;
"Stephens County, Texas";48429;0;
"Stephenson County, Illinois";17177;0;
"Sterling County, Texas";48431;0;
"Steuben County, Indiana";18151;0;
"Steuben County, New York";36101;"2,556105385";
"Stevens County, Kansas";20189;0;
"Stevens County, Minnesota";27149;0;
"Stevens County, Washington";53065;"0,32322376";
"Stewart County, Georgia";13259;0;
"Stewart County, Tennessee";47161;0;
"Stillwater County, Montana";30095;0;
"Stoddard County, Missouri";29207;0;
"Stokes County, North Carolina";37169;"0,321208382";
"Stone County, Arkansas";5137;0;
"Stone County, Mississippi";28131;0;
"Stone County, Missouri";29209;0;
"Stonewall County, Texas";48433;0;
"Storey County, Nevada";32029;0;
"Story County, Iowa";19169;"5,981814979";
"Strafford County, New Hampshire";33017;"2,864000925";
"Stutsman County, North Dakota";38093;0;
"Sublette County, Wyoming";56035;0;
"Suffolk County, Massachusetts";25025;"9,194202251";
"Suffolk County, New York";36103;"3,938568412";
"Suffolk city County, Virginia";51800;"0,2";
"Sullivan County, Indiana";18153;0;
"Sullivan County, Missouri";29211;0;
"Sullivan County, New Hampshire";33019;"0,3";
"Sullivan County, New York";36105;"1,206479999";
"Sullivan County, Pennsylvania";42113;"1,237229968";
"Sullivan County, Tennessee";47163;"1,566920098";
"Sully County, South Dakota";46119;0;
"Summit County, Colorado";8117;"3,406532318";
"Summit County, Ohio";39153;"3,631947172";
"Summit County, Utah";49043;"4,184211391";
"Sumner County, Kansas";20191;0;
"Sumner County, Tennessee";47165;"0,082993824";
"Sumter County, Alabama";1119;0;
"Sumter County, Florida";12119;0;
"Sumter County, Georgia";13261;0;
"Sumter County, South Carolina";45085;"1,414571519";
"Sunflower County, Mississippi";28133;0;
"Surry County, North Carolina";37171;"0,162691355";
"Surry County, Virginia";51181;"0,113392368";
"Susquehanna County, Pennsylvania";42115;"0,468363887";
"Sussex County, Delaware";10005;"1,907054453";
"Sussex County, New Jersey";34037;"1,03700794";
"Sussex County, Virginia";51183;"4,88262859";
"Sutter County, California";6101;"3,860559335";
"Sutton County, Texas";48435;0;
"Suwannee County, Florida";12121;0;
"Swain County, North Carolina";37173;0;
"Sweet Grass County, Montana";30097;0;
"Sweetwater County, Wyoming";56037;0;
"Swift County, Minnesota";27151;0;
"Swisher County, Texas";48437;0;
"Switzerland County, Indiana";18155;0;
"Talbot County, Georgia";13263;0;
"Talbot County, Maryland";24041;"2,05558741";
"Taliaferro County, Georgia";13265;0;
"Talladega County, Alabama";1121;0;
"Tallahatchie County, Mississippi";28135;0;
"Tallapoosa County, Alabama";1123;0;
"Tama County, Iowa";19171;0;
"Taney County, Missouri";29213;0;
"Tangipahoa Parish County, Louisiana";22105;"0,372142919";
"Taos County, New Mexico";35055;"2,453617439";
"Tarrant County, Texas";48439;"1,656764261";
"Tate County, Mississippi";28137;0;
"Tattnall County, Georgia";13267;0;
"Taylor County, Florida";12123;0;
"Taylor County, Georgia";13269;0;
"Taylor County, Iowa";19173;0;
"Taylor County, Kentucky";21217;0;
"Taylor County, Texas";48441;"2,224035643";
"Taylor County, Wisconsin";55119;0;
"Tazewell County, Illinois";17179;"1,349301371";
"Tazewell County, Virginia";51185;0;
"Tehama County, California";6103;"1,976235292";
"Telfair County, Georgia";13271;0;
"Teller County, Colorado";8119;0;
"Tensas Parish County, Louisiana";22107;0;
"Terrebonne Parish County, Louisiana";22109;"2,237306724";
"Terrell County, Georgia";13273;0;
"Terrell County, Texas";48443;"0,3";
"Terry County, Texas";48445;0;
"Teton County, Idaho";16081;0;
"Teton County, Montana";30099;0;
"Teton County, Wyoming";56039;0;
"Texas County, Missouri";29215;0;
"Texas County, Oklahoma";40139;0;
"Thayer County, Nebraska";31169;0;
"Thomas County, Georgia";13275;0;
"Thomas County, Kansas";20193;0;
"Thomas County, Nebraska";31171;0;
"Throckmorton County, Texas";48447;0;
"Thurston County, Nebraska";31173;0;
"Thurston County, Washington";53067;"4,297388631";
"Tift County, Georgia";13277;0;
"Tillamook County, Oregon";41057;"2,490791567";
"Tillman County, Oklahoma";40141;0;
"Tioga County, New York";36107;"0,459866733";
"Tioga County, Pennsylvania";42117;"1,506392361";
"Tippah County, Mississippi";28139;0;
"Tippecanoe County, Indiana";18157;"5,737463114";
"Tipton County, Indiana";18159;0;
"Tipton County, Tennessee";47167;0;
"Tishomingo County, Mississippi";28141;0;
"Titus County, Texas";48449;0;
"Todd County, Kentucky";21219;0;
"Todd County, Minnesota";27153;"0,368172867";
"Todd County, South Dakota";46121;0;
"Tolland County, Connecticut";9013;"2,410199694";
"Tom Green County, Texas";48451;"1,850292775";
"Tompkins County, New York";36109;"5,660617403";
"Tooele County, Utah";49045;"2,742417775";
"Toole County, Montana";30101;"1,59764555";
"Toombs County, Georgia";13279;0;
"Torrance County, New Mexico";35057;"0,041357783";
"Towner County, North Dakota";38095;0;
"Towns County, Georgia";13281;0;
"Traill County, North Dakota";38097;0;
"Transylvania County, North Carolina";37175;0;
"Traverse County, Minnesota";27155;0;
"Travis County, Texas";48453;"4,667588037";
"Treasure County, Montana";30103;0;
"Trego County, Kansas";20195;0;
"Trempealeau County, Wisconsin";55121;0;
"Treutlen County, Georgia";13283;0;
"Trigg County, Kentucky";21221;0;
"Trimble County, Kentucky";21223;0;
"Trinity County, California";6105;"0,889253758";
"Trinity County, Texas";48455;0;
"Tripp County, South Dakota";46123;0;
"Troup County, Georgia";13285;0;
"Trumbull County, Ohio";39155;"0,610722231";
"Tulare County, California";6107;"5,033307988";
"Tulsa County, Oklahoma";40143;"2,601829384";
"Tunica County, Mississippi";28143;0;
"Tuolumne County, California";6109;"1,595564277";
"Turner County, Georgia";13287;0;
"Turner County, South Dakota";46125;0;
"Tuscaloosa County, Alabama";1125;"1,465906955";
"Tuscarawas County, Ohio";39157;0;
"Tuscola County, Michigan";26157;0;
"Twiggs County, Georgia";13289;0;
"Twin Falls County, Idaho";16083;0;
"Tyler County, Texas";48457;0;
"Tyrrell County, North Carolina";37177;0;
"Uinta County, Wyoming";56041;"0,156203456";
"Uintah County, Utah";49047;0;
"Ulster County, New York";36111;"1,586974022";
