"GEO_ID","id",
"DP02_0121PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well"",
"DP02_0121PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well"",
"DP02_0122E","Estimate!!ANCESTRY!!Total population",
"DP02_0122M","Margin of Error!!ANCESTRY!!Total population",
"DP02_0122PE","Percent Estimate!!ANCESTRY!!Total population",
"DP02_0122PM","Percent Margin of Error!!ANCESTRY!!Total population",
"DP02_0123E","Estimate!!ANCESTRY!!Total population!!American",
"DP02_0123M","Margin of Error!!ANCESTRY!!Total population!!American",
"DP02_0123PE","Percent Estimate!!ANCESTRY!!Total population!!American",
"DP02_0123PM","Percent Margin of Error!!ANCESTRY!!Total population!!American",
"DP02_0124E","Estimate!!ANCESTRY!!Total population!!Arab",
"DP02_0124M","Margin of Error!!ANCESTRY!!Total population!!Arab",
"DP02_0124PE","Percent Estimate!!ANCESTRY!!Total population!!Arab",
"DP02_0124PM","Percent Margin of Error!!ANCESTRY!!Total population!!Arab",
"DP02_0125E","Estimate!!ANCESTRY!!Total population!!Czech",
"DP02_0125M","Margin of Error!!ANCESTRY!!Total population!!Czech",
"DP02_0125PE","Percent Estimate!!ANCESTRY!!Total population!!Czech",
"DP02_0125PM","Percent Margin of Error!!ANCESTRY!!Total population!!Czech",
"DP02_0126E","Estimate!!ANCESTRY!!Total population!!Danish",
"DP02_0126M","Margin of Error!!ANCESTRY!!Total population!!Danish",
"DP02_0126PE","Percent Estimate!!ANCESTRY!!Total population!!Danish",
"DP02_0126PM","Percent Margin of Error!!ANCESTRY!!Total population!!Danish",
"DP02_0127E","Estimate!!ANCESTRY!!Total population!!Dutch",
"DP02_0127M","Margin of Error!!ANCESTRY!!Total population!!Dutch",
"DP02_0127PE","Percent Estimate!!ANCESTRY!!Total population!!Dutch",
"DP02_0127PM","Percent Margin of Error!!ANCESTRY!!Total population!!Dutch",
"DP02_0128E","Estimate!!ANCESTRY!!Total population!!English",
"DP02_0128M","Margin of Error!!ANCESTRY!!Total population!!English",
"DP02_0128PE","Percent Estimate!!ANCESTRY!!Total population!!English",
"DP02_0128PM","Percent Margin of Error!!ANCESTRY!!Total population!!English",
"DP02_0129E","Estimate!!ANCESTRY!!Total population!!French (except Basque)",
"DP02_0129M","Margin of Error!!ANCESTRY!!Total population!!French (except Basque)",
"DP02_0129PE","Percent Estimate!!ANCESTRY!!Total population!!French (except Basque)",
"DP02_0129PM","Percent Margin of Error!!ANCESTRY!!Total population!!French (except Basque)",
"DP02_0130E","Estimate!!ANCESTRY!!Total population!!French Canadian",
"DP02_0130M","Margin of Error!!ANCESTRY!!Total population!!French Canadian",
"DP02_0130PE","Percent Estimate!!ANCESTRY!!Total population!!French Canadian",
"DP02_0130PM","Percent Margin of Error!!ANCESTRY!!Total population!!French Canadian",
"DP02_0131E","Estimate!!ANCESTRY!!Total population!!German",
"DP02_0131M","Margin of Error!!ANCESTRY!!Total population!!German",
"DP02_0131PE","Percent Estimate!!ANCESTRY!!Total population!!German",
"DP02_0131PM","Percent Margin of Error!!ANCESTRY!!Total population!!German",
"DP02_0132E","Estimate!!ANCESTRY!!Total population!!Greek",
"DP02_0132M","Margin of Error!!ANCESTRY!!Total population!!Greek",
"DP02_0132PE","Percent Estimate!!ANCESTRY!!Total population!!Greek",
"DP02_0132PM","Percent Margin of Error!!ANCESTRY!!Total population!!Greek",
"DP02_0133E","Estimate!!ANCESTRY!!Total population!!Hungarian",
"DP02_0133M","Margin of Error!!ANCESTRY!!Total population!!Hungarian",
"DP02_0133PE","Percent Estimate!!ANCESTRY!!Total population!!Hungarian",
"DP02_0133PM","Percent Margin of Error!!ANCESTRY!!Total population!!Hungarian",
"DP02_0134E","Estimate!!ANCESTRY!!Total population!!Irish",
"DP02_0134M","Margin of Error!!ANCESTRY!!Total population!!Irish",
"DP02_0134PE","Percent Estimate!!ANCESTRY!!Total population!!Irish",
"DP02_0134PM","Percent Margin of Error!!ANCESTRY!!Total population!!Irish",
"DP02_0135E","Estimate!!ANCESTRY!!Total population!!Italian",
"DP02_0135M","Margin of Error!!ANCESTRY!!Total population!!Italian",
"DP02_0135PE","Percent Estimate!!ANCESTRY!!Total population!!Italian",
"DP02_0135PM","Percent Margin of Error!!ANCESTRY!!Total population!!Italian",
"DP02_0136E","Estimate!!ANCESTRY!!Total population!!Lithuanian",
"DP02_0136M","Margin of Error!!ANCESTRY!!Total population!!Lithuanian",
"DP02_0136PE","Percent Estimate!!ANCESTRY!!Total population!!Lithuanian",
"DP02_0136PM","Percent Margin of Error!!ANCESTRY!!Total population!!Lithuanian",
"DP02_0137E","Estimate!!ANCESTRY!!Total population!!Norwegian",
"DP02_0137M","Margin of Error!!ANCESTRY!!Total population!!Norwegian",
"DP02_0137PE","Percent Estimate!!ANCESTRY!!Total population!!Norwegian",
"DP02_0137PM","Percent Margin of Error!!ANCESTRY!!Total population!!Norwegian",
"DP02_0138E","Estimate!!ANCESTRY!!Total population!!Polish",
"DP02_0138M","Margin of Error!!ANCESTRY!!Total population!!Polish",
"DP02_0138PE","Percent Estimate!!ANCESTRY!!Total population!!Polish",
"DP02_0138PM","Percent Margin of Error!!ANCESTRY!!Total population!!Polish",
"DP02_0139E","Estimate!!ANCESTRY!!Total population!!Portuguese",
"DP02_0139M","Margin of Error!!ANCESTRY!!Total population!!Portuguese",
"DP02_0139PE","Percent Estimate!!ANCESTRY!!Total population!!Portuguese",
"DP02_0139PM","Percent Margin of Error!!ANCESTRY!!Total population!!Portuguese",
"DP02_0140E","Estimate!!ANCESTRY!!Total population!!Russian",
"DP02_0140M","Margin of Error!!ANCESTRY!!Total population!!Russian",
"DP02_0140PE","Percent Estimate!!ANCESTRY!!Total population!!Russian",
"DP02_0140PM","Percent Margin of Error!!ANCESTRY!!Total population!!Russian",
"DP02_0141E","Estimate!!ANCESTRY!!Total population!!Scotch-Irish",
"DP02_0141M","Margin of Error!!ANCESTRY!!Total population!!Scotch-Irish",
"DP02_0141PE","Percent Estimate!!ANCESTRY!!Total population!!Scotch-Irish",
"DP02_0141PM","Percent Margin of Error!!ANCESTRY!!Total population!!Scotch-Irish",
"DP02_0142E","Estimate!!ANCESTRY!!Total population!!Scottish",
"DP02_0142M","Margin of Error!!ANCESTRY!!Total population!!Scottish",
"DP02_0142PE","Percent Estimate!!ANCESTRY!!Total population!!Scottish",
"DP02_0142PM","Percent Margin of Error!!ANCESTRY!!Total population!!Scottish",
"DP02_0143E","Estimate!!ANCESTRY!!Total population!!Slovak",
"DP02_0143M","Margin of Error!!ANCESTRY!!Total population!!Slovak",
"DP02_0143PE","Percent Estimate!!ANCESTRY!!Total population!!Slovak",
"DP02_0143PM","Percent Margin of Error!!ANCESTRY!!Total population!!Slovak",
"DP02_0144E","Estimate!!ANCESTRY!!Total population!!Subsaharan African",
"DP02_0144M","Margin of Error!!ANCESTRY!!Total population!!Subsaharan African",
"DP02_0144PE","Percent Estimate!!ANCESTRY!!Total population!!Subsaharan African",
"DP02_0144PM","Percent Margin of Error!!ANCESTRY!!Total population!!Subsaharan African",
"DP02_0145E","Estimate!!ANCESTRY!!Total population!!Swedish",
"DP02_0145M","Margin of Error!!ANCESTRY!!Total population!!Swedish",
"DP02_0145PE","Percent Estimate!!ANCESTRY!!Total population!!Swedish",
"DP02_0145PM","Percent Margin of Error!!ANCESTRY!!Total population!!Swedish",
"DP02_0146E","Estimate!!ANCESTRY!!Total population!!Swiss",
"DP02_0146M","Margin of Error!!ANCESTRY!!Total population!!Swiss",
"DP02_0146PE","Percent Estimate!!ANCESTRY!!Total population!!Swiss",
"DP02_0146PM","Percent Margin of Error!!ANCESTRY!!Total population!!Swiss",
"DP02_0147E","Estimate!!ANCESTRY!!Total population!!Ukrainian",
"DP02_0147M","Margin of Error!!ANCESTRY!!Total population!!Ukrainian",
"DP02_0147PE","Percent Estimate!!ANCESTRY!!Total population!!Ukrainian",
"DP02_0147PM","Percent Margin of Error!!ANCESTRY!!Total population!!Ukrainian",
"DP02_0148E","Estimate!!ANCESTRY!!Total population!!Welsh",
"DP02_0148M","Margin of Error!!ANCESTRY!!Total population!!Welsh",
"DP02_0148PE","Percent Estimate!!ANCESTRY!!Total population!!Welsh",
"DP02_0148PM","Percent Margin of Error!!ANCESTRY!!Total population!!Welsh",
"DP02_0149E","Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)",
"DP02_0149M","Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)",
"DP02_0149PE","Percent Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)",
"DP02_0149PM","Percent Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)",
"DP02_0150E","Estimate!!COMPUTERS AND INTERNET USE!!Total households",
"DP02_0150M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households",
"DP02_0150PE","Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households",
"DP02_0150PM","Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households",
"DP02_0151E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer",
"DP02_0151M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer",
"DP02_0151PE","Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer",
"DP02_0151PM","Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer",
"DP02_0152E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription",
"DP02_0152M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription",
"DP02_0152PE","Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription",
"DP02_0152PM","Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription",
