id;geography; Total_population; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr;pop_density;Total households;Total households!!Family households (families);Total households!!Family households (families)!!With own children of the householder under 18 years;Total households!!Family households (families)!!Married-couple family;Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years;"Total households!!Family households (families)!!Male householder, no wife present, family";HOUSEHOLDS BY TYPE!!;"Total households!!Family households (families)!!Female householder, no husband present, family";"Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years";Total households!!Nonfamily households;Total households!!Nonfamily households!!Householder living alone;Total households!!Nonfamily households!!Householder living alone!!65 years and over;Total households!!Households with one or more people under 18 years;Total households!!Households with one or more people 65 years and over;Total households!!Average household size;Total households!!Average family size;RELATIONSHIP!!Population in households;RELATIONSHIP!!Population in households!!Householder;RELATIONSHIP!!Population in households!!Spouse;RELATIONSHIP!!Population in households!!Child;RELATIONSHIP!!Population in households!!Other relatives;RELATIONSHIP!!Population in households!!Nonrelatives;RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner;MARITAL STATUS!!Males 15 years and over;MARITAL STATUS!!Males 15 years and over!!Never married;"MARITAL STATUS!!Males 15 years and over!!Now married, except separated";MARITAL STATUS!!Males 15 years and over!!Separated;MARITAL STATUS!!Males 15 years and over!!Widowed;MARITAL STATUS!!Males 15 years and over!!Divorced;MARITAL STATUS!!Females 15 years and over;MARITAL STATUS!!Females 15 years and over!!Never married;"MARITAL STATUS!!Females 15 years and over!!Now married, except separated";MARITAL STATUS!!Females 15 years and over!!Separated;MARITAL STATUS!!Females 15 years and over!!Widowed;MARITAL STATUS!!Females 15 years and over!!Divorced;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school;"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool";SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school;EDUCATIONAL ATTAINMENT!!Population 25 years and over;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade;"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency);"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher;VETERAN STATUS!!Civilian population 18 years and over;VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability;TOT_POP;TOT_MALE;TOT_FEMALE;WA_MALE;WA_FEMALE;BA_MALE;BA_FEMALE;IA_MALE;IA_FEMALE;AA_MALE;AA_FEMALE;NA_MALE;NA_FEMALE;TOM_MALE;TOM_FEMALE;WAC_MALE;WAC_FEMALE;BAC_MALE;BAC_FEMALE;IAC_MALE;IAC_FEMALE;AAC_MALE;AAC_FEMALE;NAC_MALE;NAC_FEMALE;NH_MALE;NH_FEMALE;NHWA_MALE;NHWA_FEMALE;NHBA_MALE;NHBA_FEMALE;NHIA_MALE;NHIA_FEMALE;NHAA_MALE;NHAA_FEMALE;NHNA_MALE;NHNA_FEMALE;NHTOM_MALE;NHTOM_FEMALE;NHWAC_MALE;NHWAC_FEMALE;NHBAC_MALE;NHBAC_FEMALE;NHIAC_MALE;NHIAC_FEMALE;NHAAC_MALE;NHAAC_FEMALE;NHNAC_MALE;NHNAC_FEMALE;H_MALE;H_FEMALE;HWA_MALE;HWA_FEMALE;HBA_MALE;HBA_FEMALE;HIA_MALE;HIA_FEMALE;HAA_MALE;HAA_FEMALE;HNA_MALE;HNA_FEMALE;HTOM_MALE;HTOM_FEMALE;HWAC_MALE;HWAC_FEMALE;HBAC_MALE;HBAC_FEMALE;HIAC_MALE;HIAC_FEMALE;HAAC_MALE;HAAC_FEMALE;HNAC_MALE;HNAC_FEMALE
22037;East Feliciana Parish;19305;10486;8819;3528;1815;1713;12356;7024;5332;3421;1647;1774;291;146;145;"42,57805504";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19305;10486;8819;5578;5015;4689;3597;42;54;23;41;2;1;152;111;5696;5117;4784;3655;113;100;41;53;7;6;10314;8669;5475;4907;4633;3569;36;46;22;40;0;1;148;106;5590;5004;4726;3624;106;90;38;51;4;6;172;150;103;108;56;28;6;8;1;1;2;0;4;5;106;113;58;31;7;10;3;2;3;0
22039;Evangeline Parish;33443;17001;16442;8377;4221;4156;19939;10490;9449;5127;2290;2837;541;189;352;"50,48908936";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33443;17001;16442;11806;11460;4798;4616;64;84;102;68;2;4;229;210;12013;11653;4956;4769;128;126;124;98;14;12;16053;16105;11092;11212;4597;4550;59;81;90;65;2;2;213;195;11283;11391;4743;4697;118;119;110;89;14;10;948;337;714;248;201;66;5;3;12;3;0;2;16;15;730;262;213;72;10;7;14;9;0;2
22041;Franklin Parish;20156;9752;10404;5154;2599;2555;11397;5641;5756;3605;1512;2093;461;126;335;"32,2710273";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20156;9752;10404;6468;6865;3093;3333;31;31;32;50;5;7;123;118;6578;6971;3161;3406;83;70;48;66;10;11;9577;10236;6352;6773;3058;3294;23;26;31;44;4;5;109;94;6448;6860;3120;3352;65;56;46;56;9;7;175;168;116;92;35;39;8;5;1;6;1;2;14;24;130;111;41;54;18;14;2;10;1;4
22043;Grant Parish;22482;12576;9906;4744;2454;2290;14318;8508;5810;3420;1614;1806;317;124;193;"34,96281284";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22482;12576;9906;9675;8536;2467;1017;154;109;70;46;8;3;202;195;9857;8714;2573;1108;243;197;93;78;17;8;11642;9667;8850;8359;2416;1007;129;84;68;43;7;3;172;171;9002;8519;2501;1086;207;158;90;69;16;8;934;239;825;177;51;10;25;25;2;3;1;0;30;24;855;195;72;22;36;39;3;9;1;0
22045;Iberia Parish;70941;34708;36233;18322;9294;9028;41991;20587;21404;10628;4827;5801;1133;421;712;"123,5705031";25386;16865;6801;11121;3203;1619;901;4125;2697;8521;7176;3046;8435;7395;2.76;3.35;70146;25386;11041;24087;4475;5157;1643;26448;10600;12200;257;692;2699;29211;12254;11285;700;2475;2497;17773;887;1398;8588;4057;2843;45680;3721;5528;17810;8618;2754;5255;1994;36431;7249;52787;4239;70216;11885;18154;1200;41920;7417;10142;3268;70941;34708;36233;21763;22282;10983;12175;254;185;987;917;30;15;691;659;22380;22864;11444;12627;416;334;1123;1041;66;46;32981;34908;20475;21231;10752;12029;149;148;961;888;23;12;621;600;21032;21764;11168;12449;283;270;1088;1002;54;39;1727;1325;1288;1051;231;146;105;37;26;29;7;3;70;59;1348;1100;276;178;133;64;35;39;12;7
22047;Iberville Parish;32721;16553;16168;6743;3438;3305;20797;10831;9966;5181;2284;2897;595;199;396;"52,89270422";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32721;16553;16168;8122;8048;8119;7847;53;43;81;66;4;3;174;161;8275;8186;8225;7950;119;100;100;84;12;11;16047;15790;7768;7775;8010;7781;45;38;71;63;3;2;150;131;7900;7889;8099;7869;103;76;86;79;11;9;506;378;354;273;109;66;8;5;10;3;1;1;24;30;375;297;126;81;16;24;14;5;1;2
22049;Jackson Parish;15902;8158;7744;3490;1852;1638;9246;4896;4350;3166;1410;1756;388;132;256;"27,93793494";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15902;8158;7744;5599;5364;2372;2177;24;34;17;46;0;2;146;121;5720;5471;2450;2242;77;75;48;73;11;8;7997;7626;5460;5269;2356;2164;23;30;17;46;0;2;141;115;5576;5370;2431;2227;74;68;48;72;11;8;161;118;139;95;16;13;1;4;0;0;0;0;5;6;144;101;19;15;3;7;0;1;0;0
22051;Jefferson Parish;434051;210118;223933;95458;48763;46695;264263;129146;135117;74330;32209;42121;9218;3069;6149;"1468,082387";167596;105501;41172;70261;24628;8505;3927;26735;12617;62095;53066;19321;47154;52608;2.57;3.28;430635;167596;69934;132504;38393;22208;9651;169185;63846;78947;2904;4779;18709;184264;61528;76657;3932;17284;24863;99326;7877;3866;42897;21752;22934;306097;16475;24321;91601;68993;17954;59234;27519;265301;86753;337821;18085;430641;65939;95404;4002;262546;35871;72691;26066;434051;210118;223933;139083;144473;56675;64952;1449;1317;9074;9194;147;132;3690;3865;142383;147886;58443;66829;2606;2604;10414;10558;300;276;176419;193133;109552;117671;54020;62387;881;891;8899;8970;41;51;3026;3163;112260;120475;55465;63935;1751;1844;10032;10118;154;146;33699;30800;29531;26802;2655;2565;568;426;175;224;106;81;664;702;30123;27411;2978;2894;855;760;382;440;146;130
22053;Jefferson Davis Parish;31582;15468;16114;8117;4193;3924;18306;8984;9322;5159;2291;2868;629;273;356;"48,48593453";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31582;15468;16114;12343;12903;2581;2672;126;116;56;87;3;5;359;331;12682;13210;2833;2915;212;198;92;117;15;14;15048;15753;12008;12614;2540;2646;108;106;54;81;1;5;337;301;12326;12892;2781;2874;185;173;86;107;13;14;420;361;335;289;41;26;18;10;2;6;2;0;22;30;356;318;52;41;27;25;6;10;2;0
22055;Lafayette Parish;242782;118148;124634;57350;29074;28276;153365;75014;78351;32067;14060;18007;3660;1202;2458;"903,3994331";94002;59081;26440;43356;18293;3794;1432;11931;6715;34921;28610;7935;29148;22030;2.53;3.20;237442;94002;42827;73966;13474;13173;5652;93871;35582;45195;729;2908;9457;100832;34662;45247;1242;8077;11604;63363;3771;2254;25274;12687;19377;160854;6240;12469;51087;32138;7012;34922;16986;142145;51908;185434;11982;240764;30427;57295;2618;152520;17544;30949;10265;242782;118148;124634;82579;85630;30814;34197;443;473;2380;2319;73;63;1859;1952;84273;87389;31939;35410;986;1063;2841;2787;142;142;112153;119352;77502;81157;30295;33723;345;383;2297;2270;42;46;1672;1773;79039;82763;31316;34839;798;882;2716;2702;102;111;5995;5282;5077;4473;519;474;98;90;83;49;31;17;187;179;5234;4626;623;571;188;181;125;85;40;31
22057;Lafourche Parish;98115;48123;49992;22793;11584;11209;60154;29827;30327;15168;6712;8456;1795;617;1178;"91,83732331";35838;23348;9809;16599;6627;1880;697;4869;2485;12490;10115;4021;11115;10910;2.69;3.35;96251;35838;16554;30377;7838;5644;3807;37810;13427;18704;667;1315;3697;40845;12236;17796;1133;4706;4974;24564;1263;807;11869;5024;5601;66634;6611;7699;27170;10291;3535;7288;4040;52324;11328;75133;3728;97365;15680;22982;1158;59222;8325;15161;6197;98115;48123;49992;38840;40062;6280;7075;1522;1438;489;430;44;27;948;960;39706;40933;6771;7581;1966;1885;595;533;73;60;45728;48090;36867;38468;6144;6976;1406;1349;463;402;16;15;832;880;37631;39269;6583;7447;1785;1746;551;496;38;43;2395;1902;1973;1594;136;99;116;89;26;28;28;12;116;80;2075;1664;188;134;181;139;44;37;35;17
22059;LaSalle Parish;14917;7732;7185;3419;1736;1683;8974;4878;4096;2524;1118;1406;280;97;183;"23,87925287";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14917;7732;7185;6399;6300;1129;690;100;98;23;21;5;0;76;76;6472;6368;1163;730;129;130;36;32;8;3;7406;7071;6124;6198;1101;685;90;96;20;20;2;0;69;72;6191;6262;1133;723;116;126;31;30;4;3;326;114;275;102;28;5;10;2;3;1;3;0;7;4;281;106;30;7;13;4;5;2;4;0
22061;Lincoln Parish;47196;22948;24248;9452;4763;4689;31348;15469;15879;6396;2716;3680;882;275;607;"100,0462112";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47196;22948;24248;13241;13051;8818;10459;106;123;468;295;31;18;284;302;13486;13297;8966;10627;210;235;546;370;47;41;22112;23569;12622;12568;8677;10341;89;90;458;285;11;10;255;275;12842;12788;8809;10499;178;190;532;351;26;32;836;679;619;483;141;118;17;33;10;10;20;8;29;27;644;509;157;128;32;45;14;19;21;9
22063;Livingston Parish;139567;68810;70757;35715;18175;17540;85430;42331;43099;18422;8304;10118;1495;590;905;"215,3248634";49084;35951;16594;24777;10378;3813;2445;7361;3771;13133;10135;3783;18960;13097;2.82;3.23;138550;49084;24796;44892;10632;9146;4422;52985;17193;26581;1998;1068;6145;56876;15018;26930;1702;5122;8104;32658;1706;2253;16022;7085;5592;92214;4164;7080;34653;21177;4885;13987;6268;80970;20255;103708;9234;138485;17064;35697;1570;84177;8016;18611;7478;139567;68810;70757;62553;64160;4580;4772;304;359;402;540;34;39;937;887;63448;64989;4962;5157;685;740;612;725;59;58;66017;68185;60107;61885;4459;4678;241;281;360;502;27;34;823;805;60895;62640;4799;5026;558;616;555;675;45;51;2793;2572;2446;2275;121;94;63;78;42;38;7;5;114;82;2553;2349;163;131;127;124;57;50;14;7
22065;Madison Parish;11161;5540;5621;2649;1331;1318;6906;3481;3425;1606;728;878;207;79;128;"17,8746282";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11161;5540;5621;1970;1974;3476;3533;16;22;20;11;0;0;58;81;2022;2045;3508;3580;37;55;31;20;3;4;5420;5500;1877;1891;3457;3512;14;19;18;10;0;0;54;68;1925;1950;3487;3550;34;45;29;19;2;4;120;121;93;83;19;21;2;3;2;1;0;0;4;13;97;95;21;30;3;10;2;1;1;0
22067;Morehouse Parish;25398;12212;13186;6136;3148;2988;14499;6993;7506;4763;2071;2692;598;205;393;"31,94996858";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25398;12212;13186;6167;6494;5795;6412;34;24;54;83;5;12;157;161;6306;6626;5879;6504;93;94;82;106;17;20;12013;13036;6035;6401;5758;6367;27;22;44;83;3;12;146;151;6164;6526;5835;6454;79;86;72;104;14;20;199;150;132;93;37;45;7;2;10;0;2;0;11;10;142;100;44;50;14;8;10;2;3;0
22069;Natchitoches Parish;38659;18589;20070;9063;4707;4356;23181;11034;12147;6415;2848;3567;747;275;472;"30,87102034";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38659;18589;20070;10301;10803;7522;8448;190;232;145;104;6;10;425;473;10674;11208;7734;8710;386;453;213;176;34;35;18148;19565;9995;10447;7470;8373;159;207;141;101;4;7;379;430;10331;10814;7663;8612;329;407;198;167;31;30;441;505;306;356;52;75;31;25;4;3;2;3;46;43;343;394;71;98;57;46;15;9;3;5
22071;Orleans Parish;391006;185068;205938;78086;39448;38638;255160;120876;134284;57760;24744;33016;6624;2204;4420;"2307,779989";155104;68103;25672;40794;12106;4725;2226;22584;11340;87001;76625;19880;29672;40084;2.41;3.79;373390;155104;40933;113687;35082;28584;8710;151861;78732;49923;2926;4733;15547;173411;84824;48125;5512;14775;20175;96629;6996;2366;37122;16325;33820;279271;9135;26759;65439;59338;15053;59951;43596;243377;103547;312317;15661;381889;54697;77821;4165;247822;31859;56246;18673;391006;185068;205938;68542;67702;107137;128161;709;613;5590;5882;128;88;2962;3492;70874;70409;108979;130385;1839;1992;6466;6927;267;252;173586;195457;60073;60167;105044;126103;438;434;5502;5807;61;45;2468;2901;62027;62416;106583;127958;1311;1499;6260;6691;165;162;11482;10481;8469;7535;2093;2058;271;179;88;75;67;43;494;591;8847;7993;2396;2427;528;493;206;236;102;90
22073;Ouachita Parish;154475;74050;80425;38427;19571;18856;93201;44844;48357;22847;9635;13212;2732;958;1774;"253,0730443";55599;34490;15401;23620;8921;2226;1340;8644;5140;21109;18608;6025;17541;15164;2.64;3.43;146967;55599;23629;48852;11215;7672;2493;57776;23092;26188;2158;1245;5093;64189;21951;25651;1854;5966;8767;40326;2895;1813;17833;8137;9648;100739;3303;6607;35068;25461;7653;15310;7337;90829;22647;115168;9118;149145;18578;39059;1972;88027;9331;22059;7275;154475;74050;80425;44812;47504;27160;30919;226;249;838;780;43;29;971;944;45635;48290;27770;31511;537;575;1068;1002;99;89;72234;78799;43427;46208;26932;30711;171;212;814;759;29;19;861;890;44158;46951;27475;31273;425;511;1022;970;80;75;1816;1626;1385;1296;228;208;55;37;24;21;14;10;110;54;1477;1339;295;238;112;64;46;32;19;14
22075;Plaquemines Parish;23410;11805;11605;6058;3148;2910;14209;7211;6998;3143;1446;1697;333;98;235;"29,99981992";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23410;11805;11605;8203;8001;2488;2496;209;217;523;502;25;22;357;367;8508;8317;2683;2695;342;364;610;590;48;42;10831;10748;7411;7335;2418;2433;179;179;511;490;8;13;304;298;7669;7590;2584;2600;283;288;589;561;27;30;974;857;792;666;70;63;30;38;12;12;17;9;53;69;839;727;99;95;59;76;21;29;21;12
22077;Pointe Coupee Parish;21940;10543;11397;4793;2431;2362;12631;6119;6512;4516;1993;2523;509;203;306;"39,37409193";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21940;10543;11397;6731;6997;3629;4191;31;33;33;39;0;1;119;136;6839;7117;3695;4278;77;85;52;54;4;4;10220;11088;6474;6749;3591;4160;15;19;33;36;0;1;107;123;6571;6859;3650;4236;55;63;51;51;4;4;323;309;257;248;38;31;16;14;0;3;0;0;12;13;268;258;45;42;22;22;1;3;0;0
22079;Rapides Parish;130562;63168;67394;32250;16468;15782;76937;37510;39427;21375;9190;12185;2523;849;1674;"98,88481149";48915;32751;14852;21813;8160;3298;1980;7640;4712;16164;13902;6388;16773;15128;2.58;3.15;126278;48915;22078;38699;9474;7112;3376;49976;18121;23267;766;1640;6182;53910;15644;22772;2939;6071;6484;31642;2817;1243;14715;6938;5929;87634;2461;8092;34985;20445;3467;11745;6439;77081;18184;97924;8192;127574;21937;31601;1068;75747;12538;20226;8331;130562;63168;67394;40664;42551;19795;22013;570;604;890;949;35;25;1214;1252;41748;43648;20438;22667;1043;1139;1157;1217;87;72;60888;65503;38755;41042;19612;21832;496;520;870;926;23;17;1132;1166;39769;42066;20217;22443;927;1012;1122;1176;69;59;2280;1891;1909;1509;183;181;74;84;20;23;12;8;82;86;1979;1582;221;224;116;127;35;41;18;13
22081;Red River Parish;8477;4078;4399;1980;1021;959;4878;2385;2493;1619;672;947;186;41;145;"21,78663463";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8477;4078;4399;2428;2544;1574;1787;26;27;10;9;0;1;40;31;2463;2573;1601;1804;41;39;14;14;1;1;3956;4316;2326;2474;1558;1779;25;26;9;9;0;1;38;27;2359;2499;1585;1794;38;37;13;13;1;1;122;83;102;70;16;8;1;1;1;0;0;0;2;4;104;74;16;10;3;2;1;1;0;0
22083;Richland Parish;20192;9852;10340;4706;2469;2237;11942;5797;6145;3544;1586;1958;400;133;267;"36,33431302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20192;9852;10340;6200;6422;3473;3739;36;35;24;42;3;4;116;98;6304;6512;3545;3793;72;70;46;62;5;6;9621;10112;6031;6243;3433;3709;25;29;24;40;1;2;107;89;6127;6326;3499;3755;59;61;45;59;2;4;231;228;169;179;40;30;11;6;0;2;2;2;9;9;177;186;46;38;13;9;1;3;3;2
22085;Sabine Parish;24032;11862;12170;5668;2906;2762;13384;6601;6783;4980;2355;2625;553;186;367;"27,72947345";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24032;11862;12170;8324;8388;1928;2116;1080;1125;36;68;7;4;487;469;8772;8822;2100;2266;1395;1437;80;111;16;13;11397;11683;8058;8127;1903;2102;983;984;30;64;3;1;420;405;8447;8505;2049;2221;1256;1263;66;97;11;9;465;487;266;261;25;14;97;141;6;4;4;3;67;64;325;317;51;45;139;174;14;14;5;4
22087;St. Bernard Parish;46721;22896;23825;12440;6360;6080;28941;14079;14862;5340;2457;2883;567;195;372;"123,7602708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46721;22896;23825;16543;16402;5011;6046;195;198;516;576;18;12;613;591;17070;16924;5314;6334;413;442;684;723;55;34;20366;21585;14441;14558;4823;5882;124;136;494;544;9;4;475;461;14856;14969;5066;6110;274;308;631;659;32;20;2530;2240;2102;1844;188;164;71;62;22;32;9;8;138;130;2214;1955;248;224;139;134;53;64;23;14
22089;St. Charles Parish;52879;25940;26939;12922;6595;6327;32783;16055;16728;7174;3290;3884;730;303;427;"190,3874408";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52879;25940;26939;18326;18816;6786;7237;120;109;256;328;10;16;442;433;18709;19195;7023;7471;266;267;369;437;33;32;24282;25265;16933;17369;6637;7106;84;83;248;315;8;13;372;379;17261;17704;6848;7310;195;216;341;409;23;24;1658;1674;1393;1447;149;131;36;26;8;13;2;3;70;54;1448;1491;175;161;71;51;28;28;10;8
22091;St. Helena Parish;10262;4947;5315;2161;1087;1074;6055;2952;3103;2046;908;1138;211;87;124;"25,1268158";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10262;4947;5315;2310;2346;2500;2868;19;35;33;8;5;2;80;56;2382;2397;2538;2896;51;60;50;17;7;2;4844;5225;2247;2288;2477;2853;15;26;33;8;1;2;71;48;2312;2333;2510;2874;44;48;48;17;2;2;103;90;63;58;23;15;4;9;0;0;4;0;9;8;70;64;28;22;7;12;2;0;5;0
22093;St. James Parish;21037;10161;10876;4748;2417;2331;12679;6180;6499;3610;1564;2046;361;138;223;"87,09411876";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21037;10161;10876;5180;5217;4847;5492;20;33;40;42;2;2;72;90;5242;5291;4889;5551;39;65;60;63;3;6;9952;10733;5027;5124;4815;5460;16;33;22;33;2;2;70;81;5087;5190;4857;5512;34;60;41;53;3;5;209;143;153;93;32;32;4;0;18;9;0;0;2;9;155;101;32;39;5;5;19;10;0;1
22095;St. John the Baptist Parish;43184;21066;22118;10617;5392;5225;26423;12814;13609;6144;2860;3284;572;235;337;"201,4931333";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43184;21066;22118;8441;8413;11901;13062;89;119;319;176;30;44;286;304;8677;8668;12085;13252;167;222;388;247;46;61;19648;20799;7297;7374;11715;12918;54;60;303;163;29;38;250;246;7501;7584;11881;13072;120;137;364;223;39;50;1418;1319;1144;1039;186;144;35;59;16;13;1;6;36;58;1176;1084;204;180;47;85;24;24;7;11
22097;St. Landry Parish;82764;39950;42814;22230;11411;10819;47206;22758;24448;13328;5781;7547;1499;484;1015;"89,57989336";29965;20018;8617;12195;4046;1675;704;6148;3867;9947;8730;3947;9519;8874;2.72;3.40;81526;29965;12217;29050;6848;3446;2259;30708;13205;12972;409;1149;2973;33419;11374;13550;1001;3377;4117;18880;1716;586;10048;4875;1655;53097;4781;7536;22078;8949;2431;4635;2687;40780;7322;60504;2933;81729;9442;22245;1088;46945;4908;12539;3446;82764;39950;42814;22681;23813;16360;18084;178;167;190;193;10;9;531;548;23145;24287;16745;18475;311;331;286;269;33;38;39010;41872;21968;23130;16233;17932;139;136;177;182;7;5;486;487;22391;23548;16590;18286;254;271;263;250;28;33;940;942;713;683;127;152;39;31;13;11;3;4;45;61;754;739;155;189;57;60;23;19;5;5
22099;St. Martin Parish;53621;26359;27262;12978;6550;6428;32586;16112;16474;8057;3697;4360;809;315;494;"72,73440334";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53621;26359;27262;17832;17983;7729;8404;199;178;241;263;7;8;351;426;18132;18352;7957;8676;294;316;314;340;27;31;25506;26513;17209;17417;7625;8327;120;125;230;248;7;6;315;390;17476;17755;7839;8582;200;247;292;314;24;27;853;749;623;566;104;77;79;53;11;15;0;2;36;36;656;597;118;94;94;69;22;26;3;4
22101;St. Mary Parish;49774;24545;25229;11865;6063;5802;29667;14739;14928;8242;3743;4499;963;344;619;"89,5889992";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49774;24545;25229;15275;15486;7634;8247;560;578;478;350;27;15;571;553;15771;15971;7980;8591;738;762;588;448;57;46;22543;23677;13675;14284;7485;8127;448;445;431;327;8;8;496;486;14107;14711;7794;8429;589;599;526;417;36;34;2002;1552;1600;1202;149;120;112;133;47;23;19;7;75;67;1664;1260;186;162;149;163;62;31;21;12
22103;St. Tammany Parish;258111;125280;132831;61917;31460;30457;152500;74044;78456;43694;19776;23918;4460;1577;2883;"305,0136899";93589;67922;27985;49363;18928;4277;1017;14282;8040;25667;22284;10396;30525;31092;2.74;3.23;255984;93589;49539;83636;18525;10695;4088;99244;31577;51763;1214;3596;11094;108061;26719;55492;1943;10409;13498;63998;3538;3861;29270;15292;12037;176669;6383;11069;49076;37614;13110;39793;19624;159217;59417;195003;16352;255246;35771;61888;4317;150280;16099;43078;15355;258111;125280;132831;105223;110273;15209;17029;704;727;1676;2136;53;77;2415;2589;107396;112587;16450;18345;1539;1699;2372;2843;147;181;117611;125689;98306;104013;14927;16699;579;606;1606;2043;34;45;2159;2283;100258;106067;16043;17862;1285;1417;2243;2672;110;131;7669;7142;6917;6260;282;330;125;121;70;93;19;32;256;306;7138;6520;407;483;254;282;129;171;37;50
