FIPStxt,State,County,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,RuralUrbanContinuumCode2003,UrbanInfluenceCode2003,Metro2013,Nonmetro2013,Micropolitan2013,Type_2015_Update,Type_2015_Farming_NO,Type_2015_Manufacturing_NO,Type_2015_Mining_NO,Type_2015_Government_NO,Type_2015_Recreation_NO,Low_Education_2015_update,Low_Employment_2015_update,Population_loss_2015_update,Retirement_Destination_2015_Update,Perpov_1980_0711,PersistentChildPoverty_1980_2011,Hipov,HiAmenity,HiCreativeClass2000,Gas_Change,Oil_Change,Oil_Gas_Change,Metro2003,NonmetroNotAdj2003,NonmetroAdj2003,Noncore2003,EconomicDependence2000,Nonmetro2003,Micropolitan2003,FarmDependent2003,ManufacturingDependent2000,LowEducation2000,RetirementDestination2000,PersistentPoverty2000,Noncore2013,Type_2015_Nonspecialized_NO,Metro_Adjacent2013,PersistentChildPoverty2004,RecreationDependent2000
31041,NE,Custer,7,9,7,9,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31043,NE,Dakota,3,2,3,2,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
31045,NE,Dawes,7,11,7,11,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0
31047,NE,Dawson,7,8,7,8,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0
31049,NE,Deuel,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31051,NE,Dixon,3,2,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31053,NE,Dodge,4,5,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,1,1,0,0
31055,NE,Douglas,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
31057,NE,Dundy,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31059,NE,Fillmore,8,7,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
31061,NE,Franklin,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31063,NE,Frontier,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31065,NE,Furnas,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31067,NE,Gage,6,5,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,1,1,0,0
31069,NE,Garden,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31071,NE,Garfield,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31073,NE,Gosper,9,8,9,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
31075,NE,Grant,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31077,NE,Greeley,8,7,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
31079,NE,Hall,3,2,5,8,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0
31081,NE,Hamilton,3,2,7,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
31083,NE,Harlan,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31085,NE,Hayes,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
31087,NE,Hitchcock,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31089,NE,Holt,7,11,7,11,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31091,NE,Hooker,9,12,9,12,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
31093,NE,Howard,3,2,9,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31095,NE,Jefferson,7,9,7,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,1,0,0,0
31097,NE,Johnson,8,7,8,7,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,0,1,0,0
31099,NE,Kearney,7,8,7,8,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31101,NE,Keith,7,9,7,9,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,0,0,0,1
31103,NE,Keya Paha,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
31105,NE,Kimball,8,7,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,1,1,0,0
31107,NE,Knox,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
31109,NE,Lancaster,2,2,2,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
31111,NE,Lincoln,5,8,5,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0
31113,NE,Logan,9,8,9,8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31115,NE,Loup,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31117,NE,McPherson,9,8,9,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
31119,NE,Madison,5,8,5,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0
31121,NE,Merrick,3,2,7,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31123,NE,Morrill,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31125,NE,Nance,8,7,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
31127,NE,Nemaha,7,11,7,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,1,0,0,0
31129,NE,Nuckolls,9,12,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31131,NE,Otoe,6,6,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,1,1,0,0
31133,NE,Pawnee,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31135,NE,Perkins,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31137,NE,Phelps,7,9,7,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31139,NE,Pierce,9,8,9,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31141,NE,Platte,5,8,5,8,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0
31143,NE,Polk,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31145,NE,Red Willow,7,11,7,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,1,0,0,0
31147,NE,Richardson,7,11,7,11,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31149,NE,Rock,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31151,NE,Saline,6,6,6,6,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0
31153,NE,Sarpy,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
31155,NE,Saunders,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
31157,NE,Scotts Bluff,5,8,5,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0
31159,NE,Seward,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
31161,NE,Sheridan,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31163,NE,Sherman,8,7,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
31165,NE,Sioux,9,8,9,10,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
31167,NE,Stanton,9,8,9,8,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31169,NE,Thayer,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31171,NE,Thomas,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31173,NE,Thurston,8,7,8,7,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,1,0,1,1,0
31175,NE,Valley,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31177,NE,Washington,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
31179,NE,Wayne,6,6,6,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
31181,NE,Webster,9,10,9,10,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
31183,NE,Wheeler,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
31185,NE,York,6,6,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,1,1,0,0
32001,NV,Churchill,6,5,6,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,0,1,1,0,1
32003,NV,Clark,1,1,1,1,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
32005,NV,Douglas,4,3,4,5,0,1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,1,0,1
32007,NV,Elko,5,8,5,8,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1
32009,NV,Esmeralda,9,10,9,10,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0
32011,NV,Eureka,9,8,9,8,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
32013,NV,Humboldt,7,8,7,11,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
32015,NV,Lander,7,9,7,9,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0
32017,NV,Lincoln,8,4,8,4,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0
32019,NV,Lyon,4,5,6,6,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,6,1,0,0,0,0,1,0,0,1,1,0,0
32021,NV,Mineral,7,11,7,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0
32023,NV,Nye,4,3,6,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,0
32027,NV,Pershing,9,10,8,7,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0
32029,NV,Storey,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1
32031,NV,Washoe,2,2,2,2,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
32033,NV,White Pine,7,11,7,9,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1
32510,NV,Carson,3,2,3,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
33001,NH,Belknap,4,3,4,3,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,1,0,1
33003,NH,Carroll,6,4,8,4,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,1,0,1,0,1
33005,NH,Cheshire,4,5,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,1,1,0,0
33007,NH,Coos,7,8,7,8,0,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
33009,NH,Grafton,5,8,5,8,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
33011,NH,Hillsborough,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
33013,NH,Merrimack,4,3,4,5,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0
33015,NH,Rockingham,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
33017,NH,Strafford,1,1,1,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
33019,NH,Sullivan,7,8,7,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
34001,NJ,Atlantic,2,2,2,2,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
34003,NJ,Bergen,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34005,NJ,Burlington,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34007,NJ,Camden,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34009,NJ,Cape May,3,2,3,2,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
34011,NJ,Cumberland,3,2,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0
34013,NJ,Essex,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34015,NJ,Gloucester,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
34017,NJ,Hudson,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34019,NJ,Hunterdon,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34021,NJ,Mercer,2,2,2,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
34023,NJ,Middlesex,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34025,NJ,Monmouth,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34027,NJ,Morris,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
34029,NJ,Ocean,1,1,1,1,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
34031,NJ,Passaic,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
34033,NJ,Salem,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
34035,NJ,Somerset,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
34037,NJ,Sussex,1,1,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
34039,NJ,Union,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
34041,NJ,Warren,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
35001,NM,Bernalillo,2,2,2,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
35003,NM,Catron,9,10,9,12,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,1,0,1,0,0,0,1
35005,NM,Chaves,5,8,5,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
35006,NM,Cibola,6,5,6,5,0,1,1,4,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,1,0,0,1,0,0
35007,NM,Colfax,7,11,7,11,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,2,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,1,1
35009,NM,Curry,5,8,5,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,1,0,1,0
35011,NM,De Baca,9,12,9,10,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
35013,NM,Doña Ana,3,2,3,2,1,0,0,4,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,4,0,0,0,0,1,1,1,0,0,0,1,0
35015,NM,Eddy,5,8,5,8,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,2,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
35017,NM,Grant,7,8,7,8,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0
35019,NM,Guadalupe,7,9,7,9,0,1,0,5,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,1,0,0,1,0
35021,NM,Harding,9,12,9,10,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
35023,NM,Hidalgo,9,9,7,9,0,1,0,4,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,6,1,0,0,0,1,0,0,1,0,0,1,0
35025,NM,Lea,5,8,5,8,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9,9,9,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
35027,NM,Lincoln,7,9,7,9,0,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,5,1,0,0,0,0,1,0,1,0,0,1,1
35028,NM,Los Alamos,6,5,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,1,1,0,0
35029,NM,Luna,6,5,6,5,0,1,1,4,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,6,1,1,0,0,1,1,1,0,0,1,1,0
35031,NM,McKinley,5,8,4,5,0,1,1,4,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,1,0,0,0,1,0
35033,NM,Mora,9,10,8,7,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,1,1,0,0,1,0
35035,NM,Otero,4,5,4,5,0,1,1,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,0,0,1,0,0
35037,NM,Quay,7,11,7,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,1,0,1,0
