GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72011sex1_age85plus,Population Estimate (as of July 1) - 2011 - Male; Total - 85 years and over
est72011sex2_age85plus,Population Estimate (as of July 1) - 2011 - Female; Total - 85 years and over
est72012sex0_age85plus,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 85 years and over
est72012sex1_age85plus,Population Estimate (as of July 1) - 2012 - Male; Total - 85 years and over
est72012sex2_age85plus,Population Estimate (as of July 1) - 2012 - Female; Total - 85 years and over
est72013sex0_age85plus,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 85 years and over
est72013sex1_age85plus,Population Estimate (as of July 1) - 2013 - Male; Total - 85 years and over
est72013sex2_age85plus,Population Estimate (as of July 1) - 2013 - Female; Total - 85 years and over
est72014sex0_age85plus,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 85 years and over
est72014sex1_age85plus,Population Estimate (as of July 1) - 2014 - Male; Total - 85 years and over
est72014sex2_age85plus,Population Estimate (as of July 1) - 2014 - Females; Total - 85 years and over
est72015sex0_age85plus,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 85 years and over
est72015sex1_age85plus,Population Estimate (as of July 1) - 2015 - Male; Total - 85 years and over
est72015sex2_age85plus,Population Estimate (as of July 1) - 2015 - Female; Total - 85 years and over
est72016sex0_age85plus,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 85 years and over
est72016sex1_age85plus,Population Estimate (as of July 1) - 2016 - Male; Total - 85 years and over
est72016sex2_age85plus,Population Estimate (as of July 1) - 2016 - Female; Total - 85 years and over
est72017sex0_age85plus,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 85 years and over
est72017sex1_age85plus,Population Estimate (as of July 1) - 2017 - Male; Total - 85 years and over
est72017sex2_age85plus,Population Estimate (as of July 1) - 2017 - Female; Total - 85 years and over
est72018sex0_age85plus,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 85 years and over
est72018sex1_age85plus,Population Estimate (as of July 1) - 2018 - Male; Total - 85 years and over
est72018sex2_age85plus,Population Estimate (as of July 1) - 2018 - Female; Total - 85 years and over
cen42010sex0_age0to17,"April 1, 2010 - Census - Both Sexes; Under 18 years"
cen42010sex1_age0to17,"April 1, 2010 - Census - Male; Under 18 years"
cen42010sex2_age0to17,"April 1, 2010 - Census - Female; Under 18 years"
est42010sex0_age0to17,"April 1, 2010 - Estimates Base - Both Sexes; Under 18 years"
est42010sex1_age0to17,"April 1, 2010 - Estimates Base - Male; Under 18 years"
est42010sex2_age0to17,"April 1, 2010 - Estimates Base - Female; Under 18 years"
est72010sex0_age0to17,Population Estimate (as of July 1) - 2010 - Both Sexes; Under 18 years
est72010sex1_age0to17,Population Estimate (as of July 1) - 2010 - Male; Under 18 years
est72010sex2_age0to17,Population Estimate (as of July 1) - 2010 - Female; Under 18 years
est72011sex0_age0to17,Population Estimate (as of July 1) - 2011 - Both Sexes; Under 18 years
est72011sex1_age0to17,Population Estimate (as of July 1) - 2011 - Male; Under 18 years
est72011sex2_age0to17,Population Estimate (as of July 1) - 2011 - Female; Under 18 years
est72012sex0_age0to17,Population Estimate (as of July 1) - 2012 - Both Sexes; Under 18 years
est72012sex1_age0to17,Population Estimate (as of July 1) - 2012 - Male; Under 18 years
est72012sex2_age0to17,Population Estimate (as of July 1) - 2012 - Female; Under 18 years
est72013sex0_age0to17,Population Estimate (as of July 1) - 2013 - Both Sexes; Under 18 years
est72013sex1_age0to17,Population Estimate (as of July 1) - 2013 - Male; Under 18 years
est72013sex2_age0to17,Population Estimate (as of July 1) - 2013 - Female; Under 18 years
est72014sex0_age0to17,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years
est72014sex1_age0to17,Population Estimate (as of July 1) - 2014 - Male; Under 18 years
est72014sex2_age0to17,Population Estimate (as of July 1) - 2014 - Females; Under 18 years
est72015sex0_age0to17,Population Estimate (as of July 1) - 2015 - Both Sexes; Under 18 years
est72015sex1_age0to17,Population Estimate (as of July 1) - 2015 - Male; Under 18 years
est72015sex2_age0to17,Population Estimate (as of July 1) - 2015 - Female; Under 18 years
est72016sex0_age0to17,Population Estimate (as of July 1) - 2016 - Both Sexes; Under 18 years
est72016sex1_age0to17,Population Estimate (as of July 1) - 2016 - Male; Under 18 years
est72016sex2_age0to17,Population Estimate (as of July 1) - 2016 - Female; Under 18 years
est72017sex0_age0to17,Population Estimate (as of July 1) - 2017 - Both Sexes; Under 18 years
est72017sex1_age0to17,Population Estimate (as of July 1) - 2017 - Male; Under 18 years
est72017sex2_age0to17,Population Estimate (as of July 1) - 2017 - Female; Under 18 years
est72018sex0_age0to17,Population Estimate (as of July 1) - 2018 - Both Sexes; Under 18 years
est72018sex1_age0to17,Population Estimate (as of July 1) - 2018 - Male; Under 18 years
est72018sex2_age0to17,Population Estimate (as of July 1) - 2018 - Female; Under 18 years
cen42010sex0_age0to4r,"April 1, 2010 - Census - Both Sexes; Under 18 years - Under 5 years"
cen42010sex1_age0to4r,"April 1, 2010 - Census - Male; Under 18 years - Under 5 years"
cen42010sex2_age0to4r,"April 1, 2010 - Census - Female; Under 18 years - Under 5 years"
est42010sex0_age0to4r,"April 1, 2010 - Estimates Base - Both Sexes; Under 18 years - Under 5 years"
est42010sex1_age0to4r,"April 1, 2010 - Estimates Base - Male; Under 18 years - Under 5 years"
est42010sex2_age0to4r,"April 1, 2010 - Estimates Base - Female; Under 18 years - Under 5 years"
est72010sex0_age0to4r,Population Estimate (as of July 1) - 2010 - Both Sexes; Under 18 years - Under 5 years
est72010sex1_age0to4r,Population Estimate (as of July 1) - 2010 - Male; Under 18 years - Under 5 years
est72010sex2_age0to4r,Population Estimate (as of July 1) - 2010 - Female; Under 18 years - Under 5 years
est72011sex0_age0to4r,Population Estimate (as of July 1) - 2011 - Both Sexes; Under 18 years - Under 5 years
est72011sex1_age0to4r,Population Estimate (as of July 1) - 2011 - Male; Under 18 years - Under 5 years
est72011sex2_age0to4r,Population Estimate (as of July 1) - 2011 - Female; Under 18 years - Under 5 years
est72012sex0_age0to4r,Population Estimate (as of July 1) - 2012 - Both Sexes; Under 18 years - Under 5 years
est72012sex1_age0to4r,Population Estimate (as of July 1) - 2012 - Male; Under 18 years - Under 5 years
est72012sex2_age0to4r,Population Estimate (as of July 1) - 2012 - Female; Under 18 years - Under 5 years
est72013sex0_age0to4r,Population Estimate (as of July 1) - 2013 - Both Sexes; Under 18 years - Under 5 years
est72013sex1_age0to4r,Population Estimate (as of July 1) - 2013 - Male; Under 18 years - Under 5 years
est72013sex2_age0to4r,Population Estimate (as of July 1) - 2013 - Female; Under 18 years - Under 5 years
est72014sex0_age0to4r,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - Under 5 years
est72014sex1_age0to4r,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - Under 5 years
est72014sex2_age0to4r,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - Under 5 years
est72015sex0_age0to4r,Population Estimate (as of July 1) - 2015 - Both Sexes; Under 18 years - Under 5 years
est72015sex1_age0to4r,Population Estimate (as of July 1) - 2015 - Male; Under 18 years - Under 5 years
est72015sex2_age0to4r,Population Estimate (as of July 1) - 2015 - Female; Under 18 years - Under 5 years
est72016sex0_age0to4r,Population Estimate (as of July 1) - 2016 - Both Sexes; Under 18 years - Under 5 years
est72016sex1_age0to4r,Population Estimate (as of July 1) - 2016 - Male; Under 18 years - Under 5 years
est72016sex2_age0to4r,Population Estimate (as of July 1) - 2016 - Female; Under 18 years - Under 5 years
est72017sex0_age0to4r,Population Estimate (as of July 1) - 2017 - Both Sexes; Under 18 years - Under 5 years
est72017sex1_age0to4r,Population Estimate (as of July 1) - 2017 - Male; Under 18 years - Under 5 years
est72017sex2_age0to4r,Population Estimate (as of July 1) - 2017 - Female; Under 18 years - Under 5 years
est72018sex0_age0to4r,Population Estimate (as of July 1) - 2018 - Both Sexes; Under 18 years - Under 5 years
est72018sex1_age0to4r,Population Estimate (as of July 1) - 2018 - Male; Under 18 years - Under 5 years
est72018sex2_age0to4r,Population Estimate (as of July 1) - 2018 - Female; Under 18 years - Under 5 years
cen42010sex0_age5to13,"April 1, 2010 - Census - Both Sexes; Under 18 years - 5 to 13 years"
cen42010sex1_age5to13,"April 1, 2010 - Census - Male; Under 18 years - 5 to 13 years"
cen42010sex2_age5to13,"April 1, 2010 - Census - Female; Under 18 years - 5 to 13 years"
est42010sex0_age5to13,"April 1, 2010 - Estimates Base - Both Sexes; Under 18 years - 5 to 13 years"
est42010sex1_age5to13,"April 1, 2010 - Estimates Base - Male; Under 18 years - 5 to 13 years"
est42010sex2_age5to13,"April 1, 2010 - Estimates Base - Female; Under 18 years - 5 to 13 years"
est72010sex0_age5to13,Population Estimate (as of July 1) - 2010 - Both Sexes; Under 18 years - 5 to 13 years
est72010sex1_age5to13,Population Estimate (as of July 1) - 2010 - Male; Under 18 years - 5 to 13 years
est72010sex2_age5to13,Population Estimate (as of July 1) - 2010 - Female; Under 18 years - 5 to 13 years
est72011sex0_age5to13,Population Estimate (as of July 1) - 2011 - Both Sexes; Under 18 years - 5 to 13 years
est72011sex1_age5to13,Population Estimate (as of July 1) - 2011 - Male; Under 18 years - 5 to 13 years
est72011sex2_age5to13,Population Estimate (as of July 1) - 2011 - Female; Under 18 years - 5 to 13 years
est72012sex0_age5to13,Population Estimate (as of July 1) - 2012 - Both Sexes; Under 18 years - 5 to 13 years
est72012sex1_age5to13,Population Estimate (as of July 1) - 2012 - Male; Under 18 years - 5 to 13 years
est72012sex2_age5to13,Population Estimate (as of July 1) - 2012 - Female; Under 18 years - 5 to 13 years
est72013sex0_age5to13,Population Estimate (as of July 1) - 2013 - Both Sexes; Under 18 years - 5 to 13 years
est72013sex1_age5to13,Population Estimate (as of July 1) - 2013 - Male; Under 18 years - 5 to 13 years
est72013sex2_age5to13,Population Estimate (as of July 1) - 2013 - Female; Under 18 years - 5 to 13 years
est72014sex0_age5to13,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - 5 to 13 years
est72014sex1_age5to13,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - 5 to 13 years
est72014sex2_age5to13,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - 5 to 13 years
est72015sex0_age5to13,Population Estimate (as of July 1) - 2015 - Both Sexes; Under 18 years - 5 to 13 years
est72015sex1_age5to13,Population Estimate (as of July 1) - 2015 - Male; Under 18 years - 5 to 13 years
est72015sex2_age5to13,Population Estimate (as of July 1) - 2015 - Female; Under 18 years - 5 to 13 years
est72016sex0_age5to13,Population Estimate (as of July 1) - 2016 - Both Sexes; Under 18 years - 5 to 13 years
est72016sex1_age5to13,Population Estimate (as of July 1) - 2016 - Male; Under 18 years - 5 to 13 years
est72016sex2_age5to13,Population Estimate (as of July 1) - 2016 - Female; Under 18 years - 5 to 13 years
est72017sex0_age5to13,Population Estimate (as of July 1) - 2017 - Both Sexes; Under 18 years - 5 to 13 years
est72017sex1_age5to13,Population Estimate (as of July 1) - 2017 - Male; Under 18 years - 5 to 13 years
est72017sex2_age5to13,Population Estimate (as of July 1) - 2017 - Female; Under 18 years - 5 to 13 years
est72018sex0_age5to13,Population Estimate (as of July 1) - 2018 - Both Sexes; Under 18 years - 5 to 13 years
est72018sex1_age5to13,Population Estimate (as of July 1) - 2018 - Male; Under 18 years - 5 to 13 years
est72018sex2_age5to13,Population Estimate (as of July 1) - 2018 - Female; Under 18 years - 5 to 13 years
cen42010sex0_age14to17,"April 1, 2010 - Census - Both Sexes; Under 18 years - 14 to 17 years"
cen42010sex1_age14to17,"April 1, 2010 - Census - Male; Under 18 years - 14 to 17 years"
cen42010sex2_age14to17,"April 1, 2010 - Census - Female; Under 18 years - 14 to 17 years"
est42010sex0_age14to17,"April 1, 2010 - Estimates Base - Both Sexes; Under 18 years - 14 to 17 years"
est42010sex1_age14to17,"April 1, 2010 - Estimates Base - Male; Under 18 years - 14 to 17 years"
est42010sex2_age14to17,"April 1, 2010 - Estimates Base - Female; Under 18 years - 14 to 17 years"
est72010sex0_age14to17,Population Estimate (as of July 1) - 2010 - Both Sexes; Under 18 years - 14 to 17 years
est72010sex1_age14to17,Population Estimate (as of July 1) - 2010 - Male; Under 18 years - 14 to 17 years
est72010sex2_age14to17,Population Estimate (as of July 1) - 2010 - Female; Under 18 years - 14 to 17 years
est72011sex0_age14to17,Population Estimate (as of July 1) - 2011 - Both Sexes; Under 18 years - 14 to 17 years
est72011sex1_age14to17,Population Estimate (as of July 1) - 2011 - Male; Under 18 years - 14 to 17 years
est72011sex2_age14to17,Population Estimate (as of July 1) - 2011 - Female; Under 18 years - 14 to 17 years
est72012sex0_age14to17,Population Estimate (as of July 1) - 2012 - Both Sexes; Under 18 years - 14 to 17 years
est72012sex1_age14to17,Population Estimate (as of July 1) - 2012 - Male; Under 18 years - 14 to 17 years
est72012sex2_age14to17,Population Estimate (as of July 1) - 2012 - Female; Under 18 years - 14 to 17 years
est72013sex0_age14to17,Population Estimate (as of July 1) - 2013 - Both Sexes; Under 18 years - 14 to 17 years
est72013sex1_age14to17,Population Estimate (as of July 1) - 2013 - Male; Under 18 years - 14 to 17 years
est72013sex2_age14to17,Population Estimate (as of July 1) - 2013 - Female; Under 18 years - 14 to 17 years
est72014sex0_age14to17,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - 14 to 17 years
est72014sex1_age14to17,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - 14 to 17 years
est72014sex2_age14to17,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - 14 to 17 years
est72015sex0_age14to17,Population Estimate (as of July 1) - 2015 - Both Sexes; Under 18 years - 14 to 17 years
est72015sex1_age14to17,Population Estimate (as of July 1) - 2015 - Male; Under 18 years - 14 to 17 years
est72015sex2_age14to17,Population Estimate (as of July 1) - 2015 - Female; Under 18 years - 14 to 17 years
est72016sex0_age14to17,Population Estimate (as of July 1) - 2016 - Both Sexes; Under 18 years - 14 to 17 years
est72016sex1_age14to17,Population Estimate (as of July 1) - 2016 - Male; Under 18 years - 14 to 17 years
est72016sex2_age14to17,Population Estimate (as of July 1) - 2016 - Female; Under 18 years - 14 to 17 years
est72017sex0_age14to17,Population Estimate (as of July 1) - 2017 - Both Sexes; Under 18 years - 14 to 17 years
est72017sex1_age14to17,Population Estimate (as of July 1) - 2017 - Male; Under 18 years - 14 to 17 years
est72017sex2_age14to17,Population Estimate (as of July 1) - 2017 - Female; Under 18 years - 14 to 17 years
est72018sex0_age14to17,Population Estimate (as of July 1) - 2018 - Both Sexes; Under 18 years - 14 to 17 years
est72018sex1_age14to17,Population Estimate (as of July 1) - 2018 - Male; Under 18 years - 14 to 17 years
est72018sex2_age14to17,Population Estimate (as of July 1) - 2018 - Female; Under 18 years - 14 to 17 years
cen42010sex0_age18to64,"April 1, 2010 - Census - Both Sexes; 18 to 64 years"
cen42010sex1_age18to64,"April 1, 2010 - Census - Male; 18 to 64 years"
cen42010sex2_age18to64,"April 1, 2010 - Census - Female; 18 to 64 years"
est42010sex0_age18to64,"April 1, 2010 - Estimates Base - Both Sexes; 18 to 64 years"
est42010sex1_age18to64,"April 1, 2010 - Estimates Base - Male; 18 to 64 years"
est42010sex2_age18to64,"April 1, 2010 - Estimates Base - Female; 18 to 64 years"
est72010sex0_age18to64,Population Estimate (as of July 1) - 2010 - Both Sexes; 18 to 64 years
est72010sex1_age18to64,Population Estimate (as of July 1) - 2010 - Male; 18 to 64 years
est72010sex2_age18to64,Population Estimate (as of July 1) - 2010 - Female; 18 to 64 years
est72011sex0_age18to64,Population Estimate (as of July 1) - 2011 - Both Sexes; 18 to 64 years
est72011sex1_age18to64,Population Estimate (as of July 1) - 2011 - Male; 18 to 64 years
est72011sex2_age18to64,Population Estimate (as of July 1) - 2011 - Female; 18 to 64 years
est72012sex0_age18to64,Population Estimate (as of July 1) - 2012 - Both Sexes; 18 to 64 years
est72012sex1_age18to64,Population Estimate (as of July 1) - 2012 - Male; 18 to 64 years
est72012sex2_age18to64,Population Estimate (as of July 1) - 2012 - Female; 18 to 64 years
est72013sex0_age18to64,Population Estimate (as of July 1) - 2013 - Both Sexes; 18 to 64 years
est72013sex1_age18to64,Population Estimate (as of July 1) - 2013 - Male; 18 to 64 years
est72013sex2_age18to64,Population Estimate (as of July 1) - 2013 - Female; 18 to 64 years
est72014sex0_age18to64,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years
est72014sex1_age18to64,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years
est72014sex2_age18to64,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years
est72015sex0_age18to64,Population Estimate (as of July 1) - 2015 - Both Sexes; 18 to 64 years
est72015sex1_age18to64,Population Estimate (as of July 1) - 2015 - Male; 18 to 64 years
est72015sex2_age18to64,Population Estimate (as of July 1) - 2015 - Female; 18 to 64 years
est72016sex0_age18to64,Population Estimate (as of July 1) - 2016 - Both Sexes; 18 to 64 years
est72016sex1_age18to64,Population Estimate (as of July 1) - 2016 - Male; 18 to 64 years
est72016sex2_age18to64,Population Estimate (as of July 1) - 2016 - Female; 18 to 64 years
est72017sex0_age18to64,Population Estimate (as of July 1) - 2017 - Both Sexes; 18 to 64 years
est72017sex1_age18to64,Population Estimate (as of July 1) - 2017 - Male; 18 to 64 years
est72017sex2_age18to64,Population Estimate (as of July 1) - 2017 - Female; 18 to 64 years
est72018sex0_age18to64,Population Estimate (as of July 1) - 2018 - Both Sexes; 18 to 64 years
est72018sex1_age18to64,Population Estimate (as of July 1) - 2018 - Male; 18 to 64 years
est72018sex2_age18to64,Population Estimate (as of July 1) - 2018 - Female; 18 to 64 years
cen42010sex0_age18to24,"April 1, 2010 - Census - Both Sexes; 18 to 64 years - 18 to 24 years"
cen42010sex1_age18to24,"April 1, 2010 - Census - Male; 18 to 64 years - 18 to 24 years"
cen42010sex2_age18to24,"April 1, 2010 - Census - Female; 18 to 64 years - 18 to 24 years"
est42010sex0_age18to24,"April 1, 2010 - Estimates Base - Both Sexes; 18 to 64 years - 18 to 24 years"
est42010sex1_age18to24,"April 1, 2010 - Estimates Base - Male; 18 to 64 years - 18 to 24 years"
est42010sex2_age18to24,"April 1, 2010 - Estimates Base - Female; 18 to 64 years - 18 to 24 years"
est72010sex0_age18to24,Population Estimate (as of July 1) - 2010 - Both Sexes; 18 to 64 years - 18 to 24 years
est72010sex1_age18to24,Population Estimate (as of July 1) - 2010 - Male; 18 to 64 years - 18 to 24 years
est72010sex2_age18to24,Population Estimate (as of July 1) - 2010 - Female; 18 to 64 years - 18 to 24 years
est72011sex0_age18to24,Population Estimate (as of July 1) - 2011 - Both Sexes; 18 to 64 years - 18 to 24 years
est72011sex1_age18to24,Population Estimate (as of July 1) - 2011 - Male; 18 to 64 years - 18 to 24 years
est72011sex2_age18to24,Population Estimate (as of July 1) - 2011 - Female; 18 to 64 years - 18 to 24 years
est72012sex0_age18to24,Population Estimate (as of July 1) - 2012 - Both Sexes; 18 to 64 years - 18 to 24 years
est72012sex1_age18to24,Population Estimate (as of July 1) - 2012 - Male; 18 to 64 years - 18 to 24 years
est72012sex2_age18to24,Population Estimate (as of July 1) - 2012 - Female; 18 to 64 years - 18 to 24 years
est72013sex0_age18to24,Population Estimate (as of July 1) - 2013 - Both Sexes; 18 to 64 years - 18 to 24 years
est72013sex1_age18to24,Population Estimate (as of July 1) - 2013 - Male; 18 to 64 years - 18 to 24 years
est72013sex2_age18to24,Population Estimate (as of July 1) - 2013 - Female; 18 to 64 years - 18 to 24 years
est72014sex0_age18to24,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 18 to 24 years
est72014sex1_age18to24,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 18 to 24 years
est72014sex2_age18to24,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 18 to 24 years
est72015sex0_age18to24,Population Estimate (as of July 1) - 2015 - Both Sexes; 18 to 64 years - 18 to 24 years
est72015sex1_age18to24,Population Estimate (as of July 1) - 2015 - Male; 18 to 64 years - 18 to 24 years
est72015sex2_age18to24,Population Estimate (as of July 1) - 2015 - Female; 18 to 64 years - 18 to 24 years
est72016sex0_age18to24,Population Estimate (as of July 1) - 2016 - Both Sexes; 18 to 64 years - 18 to 24 years
est72016sex1_age18to24,Population Estimate (as of July 1) - 2016 - Male; 18 to 64 years - 18 to 24 years
est72016sex2_age18to24,Population Estimate (as of July 1) - 2016 - Female; 18 to 64 years - 18 to 24 years
est72017sex0_age18to24,Population Estimate (as of July 1) - 2017 - Both Sexes; 18 to 64 years - 18 to 24 years
est72017sex1_age18to24,Population Estimate (as of July 1) - 2017 - Male; 18 to 64 years - 18 to 24 years
est72017sex2_age18to24,Population Estimate (as of July 1) - 2017 - Female; 18 to 64 years - 18 to 24 years
est72018sex0_age18to24,Population Estimate (as of July 1) - 2018 - Both Sexes; 18 to 64 years - 18 to 24 years
est72018sex1_age18to24,Population Estimate (as of July 1) - 2018 - Male; 18 to 64 years - 18 to 24 years
est72018sex2_age18to24,Population Estimate (as of July 1) - 2018 - Female; 18 to 64 years - 18 to 24 years
cen42010sex0_age25to44,"April 1, 2010 - Census - Both Sexes; 18 to 64 years - 25 to 44 years"
cen42010sex1_age25to44,"April 1, 2010 - Census - Male; 18 to 64 years - 25 to 44 years"
cen42010sex2_age25to44,"April 1, 2010 - Census - Female; 18 to 64 years - 25 to 44 years"
est42010sex0_age25to44,"April 1, 2010 - Estimates Base - Both Sexes; 18 to 64 years - 25 to 44 years"
est42010sex1_age25to44,"April 1, 2010 - Estimates Base - Male; 18 to 64 years - 25 to 44 years"
est42010sex2_age25to44,"April 1, 2010 - Estimates Base - Female; 18 to 64 years - 25 to 44 years"
est72010sex0_age25to44,Population Estimate (as of July 1) - 2010 - Both Sexes; 18 to 64 years - 25 to 44 years
est72010sex1_age25to44,Population Estimate (as of July 1) - 2010 - Male; 18 to 64 years - 25 to 44 years
est72010sex2_age25to44,Population Estimate (as of July 1) - 2010 - Female; 18 to 64 years - 25 to 44 years
est72011sex0_age25to44,Population Estimate (as of July 1) - 2011 - Both Sexes; 18 to 64 years - 25 to 44 years
est72011sex1_age25to44,Population Estimate (as of July 1) - 2011 - Male; 18 to 64 years - 25 to 44 years
est72011sex2_age25to44,Population Estimate (as of July 1) - 2011 - Female; 18 to 64 years - 25 to 44 years
est72012sex0_age25to44,Population Estimate (as of July 1) - 2012 - Both Sexes; 18 to 64 years - 25 to 44 years
est72012sex1_age25to44,Population Estimate (as of July 1) - 2012 - Male; 18 to 64 years - 25 to 44 years
est72012sex2_age25to44,Population Estimate (as of July 1) - 2012 - Female; 18 to 64 years - 25 to 44 years
est72013sex0_age25to44,Population Estimate (as of July 1) - 2013 - Both Sexes; 18 to 64 years - 25 to 44 years
est72013sex1_age25to44,Population Estimate (as of July 1) - 2013 - Male; 18 to 64 years - 25 to 44 years
est72013sex2_age25to44,Population Estimate (as of July 1) - 2013 - Female; 18 to 64 years - 25 to 44 years
est72014sex0_age25to44,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 25 to 44 years
est72014sex1_age25to44,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 25 to 44 years
est72014sex2_age25to44,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 25 to 44 years
est72015sex0_age25to44,Population Estimate (as of July 1) - 2015 - Both Sexes; 18 to 64 years - 25 to 44 years
est72015sex1_age25to44,Population Estimate (as of July 1) - 2015 - Male; 18 to 64 years - 25 to 44 years
est72015sex2_age25to44,Population Estimate (as of July 1) - 2015 - Female; 18 to 64 years - 25 to 44 years
est72016sex0_age25to44,Population Estimate (as of July 1) - 2016 - Both Sexes; 18 to 64 years - 25 to 44 years
est72016sex1_age25to44,Population Estimate (as of July 1) - 2016 - Male; 18 to 64 years - 25 to 44 years
est72016sex2_age25to44,Population Estimate (as of July 1) - 2016 - Female; 18 to 64 years - 25 to 44 years
est72017sex0_age25to44,Population Estimate (as of July 1) - 2017 - Both Sexes; 18 to 64 years - 25 to 44 years
est72017sex1_age25to44,Population Estimate (as of July 1) - 2017 - Male; 18 to 64 years - 25 to 44 years
est72017sex2_age25to44,Population Estimate (as of July 1) - 2017 - Female; 18 to 64 years - 25 to 44 years
est72018sex0_age25to44,Population Estimate (as of July 1) - 2018 - Both Sexes; 18 to 64 years - 25 to 44 years
est72018sex1_age25to44,Population Estimate (as of July 1) - 2018 - Male; 18 to 64 years - 25 to 44 years
est72018sex2_age25to44,Population Estimate (as of July 1) - 2018 - Female; 18 to 64 years - 25 to 44 years
cen42010sex0_age45to64,"April 1, 2010 - Census - Both Sexes; 18 to 64 years - 45 to 64 years"
cen42010sex1_age45to64,"April 1, 2010 - Census - Male; 18 to 64 years - 45 to 64 years"
cen42010sex2_age45to64,"April 1, 2010 - Census - Female; 18 to 64 years - 45 to 64 years"
est42010sex0_age45to64,"April 1, 2010 - Estimates Base - Both Sexes; 18 to 64 years - 45 to 64 years"
est42010sex1_age45to64,"April 1, 2010 - Estimates Base - Male; 18 to 64 years - 45 to 64 years"
est42010sex2_age45to64,"April 1, 2010 - Estimates Base - Female; 18 to 64 years - 45 to 64 years"
est72010sex0_age45to64,Population Estimate (as of July 1) - 2010 - Both Sexes; 18 to 64 years - 45 to 64 years
est72010sex1_age45to64,Population Estimate (as of July 1) - 2010 - Male; 18 to 64 years - 45 to 64 years
est72010sex2_age45to64,Population Estimate (as of July 1) - 2010 - Female; 18 to 64 years - 45 to 64 years
est72011sex0_age45to64,Population Estimate (as of July 1) - 2011 - Both Sexes; 18 to 64 years - 45 to 64 years
est72011sex1_age45to64,Population Estimate (as of July 1) - 2011 - Male; 18 to 64 years - 45 to 64 years
est72011sex2_age45to64,Population Estimate (as of July 1) - 2011 - Female; 18 to 64 years - 45 to 64 years
est72012sex0_age45to64,Population Estimate (as of July 1) - 2012 - Both Sexes; 18 to 64 years - 45 to 64 years
est72012sex1_age45to64,Population Estimate (as of July 1) - 2012 - Male; 18 to 64 years - 45 to 64 years
est72012sex2_age45to64,Population Estimate (as of July 1) - 2012 - Female; 18 to 64 years - 45 to 64 years
est72013sex0_age45to64,Population Estimate (as of July 1) - 2013 - Both Sexes; 18 to 64 years - 45 to 64 years
est72013sex1_age45to64,Population Estimate (as of July 1) - 2013 - Male; 18 to 64 years - 45 to 64 years
est72013sex2_age45to64,Population Estimate (as of July 1) - 2013 - Female; 18 to 64 years - 45 to 64 years
est72014sex0_age45to64,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 45 to 64 years
est72014sex1_age45to64,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 45 to 64 years
est72014sex2_age45to64,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 45 to 64 years
est72015sex0_age45to64,Population Estimate (as of July 1) - 2015 - Both Sexes; 18 to 64 years - 45 to 64 years
est72015sex1_age45to64,Population Estimate (as of July 1) - 2015 - Male; 18 to 64 years - 45 to 64 years
est72015sex2_age45to64,Population Estimate (as of July 1) - 2015 - Female; 18 to 64 years - 45 to 64 years
est72016sex0_age45to64,Population Estimate (as of July 1) - 2016 - Both Sexes; 18 to 64 years - 45 to 64 years
est72016sex1_age45to64,Population Estimate (as of July 1) - 2016 - Male; 18 to 64 years - 45 to 64 years
est72016sex2_age45to64,Population Estimate (as of July 1) - 2016 - Female; 18 to 64 years - 45 to 64 years
est72017sex0_age45to64,Population Estimate (as of July 1) - 2017 - Both Sexes; 18 to 64 years - 45 to 64 years
est72017sex1_age45to64,Population Estimate (as of July 1) - 2017 - Male; 18 to 64 years - 45 to 64 years
est72017sex2_age45to64,Population Estimate (as of July 1) - 2017 - Female; 18 to 64 years - 45 to 64 years
