,AREA,TITLE,AVGEMP,TOTWAGE,ANNAVGSAL
12426,New York County,Motion Picture and Video Exhibition,1611,40343371,25042
12427,New York County,"Motion Picture Theaters, ex. Drive-Ins",1611,40343371,25042
12428,New York County,Postproduction & Other Related Industry,2321,261553097,112690
12429,New York County,Teleproduction & Postproduction Services,2109,238027440,112863
12430,New York County,Other Motion Picture & Video Industries,212,23525657,110970
12431,New York County,Sound Recording Industries,2496,412693862,165342
12432,New York County,Music Publishers,495,74068442,149633
12433,New York County,Sound Recording Studios,439,31999195,72891
12434,New York County,Record Production and Distribution,1424,294853042,207060
12435,New York County,Other Sound Recording Industries,139,11773183,84699
12436,New York County,Broadcasting (except Internet),27707,4914671927,177380
12437,New York County,Radio and Television Broadcasting,20425,3358926228,164452
12438,New York County,Radio Broadcasting,4123,686720892,166559
12439,New York County,Radio Stations,2463,308245232,125150
12440,New York County,Television Broadcasting,16302,2672205336,163919
12441,New York County,Cable and Other Subscription Programming,7282,1555745699,213643
12442,New York County,Telecommunications,8873,1361033373,153390
12443,New York County,Telecommunications Resellers,6981,1021845322,146375
12444,New York County,Wired Telecommunications Carriers,6229,906619959,145548
12445,New York County,Wireless Telecommunications Carriers (except,752,115225363,153225
12446,New York County,Other Telecommunications,1665,316515618,190099
12447,New York County,Telecommunications resellers,871,133907753,153740
12448,New York County,All other telecommunications,794,182607865,229985
12449,New York County,"ISPs, Search Portals, & Data Processing",9052,1710396941,188952
12450,New York County,Data Processing and Related Services,9052,1710396941,188952
12451,New York County,Other Information Services,41767,8304070972,198819
12452,New York County,News Syndicates,3067,517571522,168755
12453,New York County,Libraries and Archives,2503,158713274,63409
12454,New York County,Internet publishing and web search portals,35240,7456951001,211605
12455,New York County,All Other Information Services,957,170835175,178511
12456,New York County,Finance and Insurance,294103,96263127261,327311
12457,New York County,Credit Intermediation & Related Activity,71701,16970192315,236680
12458,New York County,Depository Credit Intermediation,45071,9829855490,218097
12459,New York County,Commercial Banking,43891,9711579238,221266
12460,New York County,Savings Institutions,697,76647976,109968
12461,New York County,Credit Unions,393,25462186,64789
12462,New York County,Other Depository Credit Intermediation,90,16166090,179623
12463,New York County,Nondepository Credit Intermediation,18689,5551229149,297032
12464,New York County,Sales Financing,570,122112861,214233
12465,New York County,Other Nondeposit Credit Intermediation,9565,2123850508,222044
12466,New York County,Consumer Lending,886,137992440,155748
12467,New York County,Real Estate Credit,1496,356231599,238123
12468,New York County,International Trade Financing,3001,671947045,223908
12469,New York County,All Other Nondeposit Credit Intermediatn,4098,933346685,227757
12470,New York County,Activities Rel to Credit Intermediation,7940,1589107676,200140
12471,New York County,Mortgage and Nonmortgage Loan Brokers,821,226516251,275903
12472,New York County,Financial Transaction Process/Clearing,2234,404902868,181246
12473,New York County,Financial Investment & Related Activity,174553,70435816972,403521
12474,New York County,Security & Commodity Investment Activity,102205,41141838823,402542
12475,New York County,Investment Banking & Securities Dealing,47233,17650950054,373700
12476,New York County,Securities Brokerage,53411,23092940114,432363
12477,New York County,Commodity Contracts Dealing,1046,265864331,254172
12478,New York County,Commodity Contracts Brokerage,515,132084324,256474
12479,New York County,Securities and Commodity Exchanges,1205,284577820,236164
12480,New York County,Securities and Commodities Exchanges,1205,284577820,236164
12481,New York County,Other Financial Investment Activities,71143,29009400329,407762
12482,New York County,Miscellaneous Intermediation,3438,1315046424,382503
12483,New York County,Portfolio Management,40421,18795666497,464998
12484,New York County,Investment Advice,21675,7636381907,352313
12485,New York County,All Other Financial Investment Activity,5610,1262305501,225010
12486,New York County,"Trust, Fiduciary, and Custody Activities",731,186690300,255390
12487,New York County,Misc Financial Investment Activities,4879,1075615201,220458
12488,New York County,Insurance Carriers & Related Activities,44024,8132823148,184736
12489,New York County,Insurance Carriers,24043,4695001759,195275
12490,New York County,Direct Life & Health Insurance Carriers,14301,2616566511,182964
12491,New York County,Direct Life Insurance Carriers,7290,1687253567,231448
12492,New York County,Direct Health/Medical Insurance Carriers,7011,929312944,132551
12493,New York County,"Direct Insurers, except Life and Health",7692,1614215376,209856
12494,New York County,Direct Property and Casualty Insurers,6963,1429564095,205309
12495,New York County,Direct Title Insurance Carriers,658,174642121,265414
12496,New York County,Other Direct Insurance Carriers,71,10009160,140974
12497,New York County,Reinsurance Carriers,2050,464219872,226449
12498,New York County,"Insurance Agencies, Brokerages & Support",19981,3437821389,172055
12499,New York County,Insurance Agencies and Brokerages,12336,2447149291,198375
12500,New York County,Other Insurance Related Activities,7644,990672098,129601
12501,New York County,Claims Adjusting,1113,150602152,135312
12502,New York County,Third Party Admin of Insurance Funds,4161,467641388,112387
12503,New York County,All Other Insurance Related Activities,2370,372428558,157143
12504,New York County,"Funds, Trusts & Other Financial Vehicles",1147,242321539,211266
12505,New York County,Insurance and Employee Benefit Funds,292,50161605,171786
12506,New York County,Pension Funds,74,29005238,391963
12507,New York County,Health and Welfare Funds,204,15889912,77892
12508,New York County,Other Investment Pools and Funds,854,192159934,225012
12509,New York County,Open-End Investment Funds,363,92253075,254141
12510,New York County,"Trusts, Estates, and Agency Accounts",35,9124918,260712
12511,New York County,Other Financial Vehicles,456,90781941,199083
12512,New York County,Real Estate and Rental and Leasing,87456,8850761976,101202
12513,New York County,Real Estate,82890,8380593042,101105
12514,New York County,Lessors of Real Estate,46172,3920674266,84915
12515,New York County,Lessors of Residential Buildings,30864,1991879034,64537
12516,New York County,Lessors of Nonresidential Buildings,14645,1760309375,120199
12517,New York County,Miniwarehouses and Self-Storage Units,396,27091607,68413
12518,New York County,Miniwarehouses and Self-Storage Unit,396,27091607,68413
12519,New York County,Lessors of Other Real Estate Property,267,141394250,529566
12520,New York County,Offices of Real Estate Agents & Brokers,10092,1793308983,177696
12521,New York County,Activities Related to Real Estate,26626,2666609793,100151
12522,New York County,Real Estate Property Managers,24380,2245433969,92101
12523,New York County,Residential Property Managers,16444,1270717334,77275
12524,New York County,Nonresidential Property Managers,7935,974716635,122838
12525,New York County,Offices of Real Estate Appraisers,264,39296303,148850
12526,New York County,Other Activities Related to Real Estate,1982,381879521,192674
12527,New York County,Rental and Leasing Services,2724,197080176,72350
12528,New York County,Automotive Equipment Rental and Leasing,560,25211330,45020
12529,New York County,Passenger Car Rental and Leasing,525,23866116,45459
12530,New York County,Passenger Car Rental,519,23742956,45748
12531,New York County,Passenger Car Leasing,5,123160,24632
12532,New York County,"Truck, Trailer and RV Rental and Leasing",35,1345214,38435
12533,New York County,Consumer Goods Rental,942,78229684,83046
12534,New York County,Consumer Electronics & Appliances Rental,281,16038315,57076
12535,New York County,Other Consumer Goods Rental,661,62191369,94087
12536,New York County,Video Tape and Disc Rental,91,8243391,90587
12537,New York County,Recreational Goods Rental,100,10843993,108440
12538,New York County,All Other Consumer Goods Rental,179,8049705,44970
12539,New York County,General Rental Centers,84,8378819,99748
12540,New York County,Machinery & Equipment Rental & Leasing,1139,85260343,74855
12541,New York County,Heavy Machinery Rental and Leasing,26,4985651,191756
12542,New York County,Transportation Equipment Rental/Leasing,12,3721423,310119
12543,New York County,Other Heavy Machinery Rental and Leasing,14,1264228,90302
12544,New York County,Office Equipment Rental and Leasing,98,7546357,77004
12545,New York County,Other Machinery Rental and Leasing,1015,72728335,71654
12546,New York County,"Lessors, Nonfinancial Intangible Assets",1842,273088758,148257
12547,New York County,Professional and Technical Services,351815,51391920942,146077
12548,New York County,Legal Services,69181,12314109514,177998
12549,New York County,Offices of Lawyers,67673,12156662202,179638
12550,New York County,Other Legal Services,1509,157447312,104339
12551,New York County,Title Abstract and Settlement Offices,595,64146185,107809
12552,New York County,All Other Legal Services,913,93301127,102192
12553,New York County,Accounting and Bookkeeping Services,41737,5485991435,131442
12554,New York County,Offices of Certified Public Accountants,33791,4502196700,133237
12555,New York County,Tax Preparation Services,771,45202118,58628
12556,New York County,Payroll Services,3102,334474262,107825
12557,New York County,Other Accounting Services,4073,604118355,148323
12558,New York County,Architectural and Engineering Services,30566,3366428667,110136
12559,New York County,Architectural Services,15032,1562651909,103955
12560,New York County,Architechtural Services,15032,1562651909,103955
12561,New York County,Landscape Architectural Services,506,50354812,99515
12562,New York County,Landscape Architechtural Services,506,50354812,99515
12563,New York County,Engineering Services,14312,1695925994,118497
12564,New York County,Drafting Services,137,10353724,75575
12565,New York County,Building Inspection Services,136,16297427,119834
12566,New York County,Other Surveying and Mapping Services,61,6189597,101469
12567,New York County,Testing Laboratories,382,24655204,64542
12568,New York County,Specialized Design Services,10113,1011648329,100034
12569,New York County,Interior Design Services,3119,305427241,97925
12570,New York County,Industrial Design Services,519,42662166,82201
12571,New York County,Graphic Design Services,3506,364461128,103954
12572,New York County,Other Specialized Design Services,2970,299097794,100706
12573,New York County,Computer Systems Design and Rel Services,58592,9194409914,156923
12574,New York County,Custom Computer Programming Services,34356,5874819365,170998
12575,New York County,Computer Systems Design Services,22154,3020319995,136333
12576,New York County,Computer Facilities Management Services,1131,165447684,146284
12577,New York County,Other Computer Related Services,952,133822870,140570
12578,New York County,Management & Technical Consulting Svc,46432,8166145651,175873
12579,New York County,Management Consulting Services,42310,7599339725,179611
12580,New York County,Administrative Management Consulting Svc,28267,5396180238,190900
12581,New York County,Human Resource Consulting Services,1921,431337576,224538
12582,New York County,Marketing Consulting Services,9738,1407560561,144543
12583,New York County,Process & Logistics Consulting Services,832,104644648,125775
12584,New York County,Other Management Consulting Services,1553,259616702,167171
12585,New York County,Environmental Consulting Services,1088,100209711,92105
12586,New York County,Other Technical Consulting Services,3034,466596215,153789
12587,New York County,Scientific Research and Development Svc,13727,1400530319,102027
12588,New York County,Physical/Engineering/Biological Research,6037,865515411,143368
12589,New York County,Research and Development in Nanotechnology,44,6095090,138525
12590,New York County,Research and Development in Biotechnology (ex,1275,315997192,247841
12591,New York County,Research and Development in the Physical,4717,543423129,115205
12592,New York County,Social Science/Humanities Research,7690,535014908,69573
12593,New York County,Advertising and Related Services,66200,8786500595,132727
12594,New York County,Advertising Agencies,42596,5940319213,139457
12595,New York County,Public Relations Agencies,11772,1409821130,119761
12596,New York County,Media Buying Agencies,6720,750223593,111640
12597,New York County,Media Representatives,2779,394148259,141831
12598,New York County,Display Advertising,1091,155699612,142713
12599,New York County,Direct Mail Advertising,453,57093545,126034
12600,New York County,Advertising Material Distribution Svc,220,18059927,82091
12601,New York County,Other Services Related to Advertising,570,61135316,107255
12602,New York County,Other Professional & Technical Services,15266,1666156518,109142
12603,New York County,Marketing Research & Public Opinion Poll,6332,867405587,136988
12604,New York County,Photographic Services,1546,117354779,75909
12605,New York County,"Photography Studios, Portrait",503,30458789,60554
12606,New York County,Commercial Photography,1043,86895990,83314
12607,New York County,Translation and Interpretation Services,1607,118574411,73786
12608,New York County,Veterinary Services,1790,115428888,64485
12609,New York County,All Other Professional & Technical Svc,3990,447392853,112129
12610,New York County,Management of Companies and Enterprises,64172,13216834076,205960
12611,New York County,Offices of Bank Holding Companies,162,80679516,498022
12612,New York County,Offices of Other Holding Companies,4777,2034461521,425887
12613,New York County,Managing Offices,59232,11101693039,187427
12614,New York County,Administrative and Waste Services,176115,13068379879,74204
12615,New York County,Administrative and Support Services,175762,13042124437,74203
12616,New York County,Office Administrative Services,8684,2224269349,256134
12617,New York County,Facilities Support Services,2446,131580717,53794
12618,New York County,Employment Services,83564,6284438052,75205
12619,New York County,Employment Placement Agencies,12261,1263980114,103089
12620,New York County,Employment placement agencies,7068,553720948,78342
12621,New York County,Executive search services,5194,710259166,136746
12622,New York County,Temporary Help Services,40523,2105269074,51952
12623,New York County,Professional Employer Organizations,30780,2915188864,94710
12624,New York County,Business Support Services,8931,866771647,97052
12625,New York County,Document Preparation Services,665,38981091,58618
12626,New York County,Telephone Call Centers,897,53054270,59146
12627,New York County,Telephone Answering Services,92,3754105,40805
12628,New York County,Telemarketing Bureaus,805,49300165,61242
12629,New York County,Business Service Centers,2888,167090268,57857
12630,New York County,Private Mail Centers,588,21619607,36768
12631,New York County,Other Business Service Centers,2300,145470661,63248
12632,New York County,Collection Agencies,867,99485198,114746
12633,New York County,Credit Bureaus,245,60259917,245959
12634,New York County,Other Business Support Services,3370,447900903,132908
12635,New York County,Court Reporting and Stenotype Services,221,27429692,124116
12636,New York County,All Other Business Support Services,3114,416743087,133829
12637,New York County,Travel Arrangement & Reservation Service,6925,608193873,87826
12638,New York County,Travel Agencies,3830,329456894,86020
12639,New York County,Tour Operators,1012,71862568,71010
12640,New York County,Other Travel Arrangement Services,2083,206874411,99316
12641,New York County,Convention and Visitors Bureaus,106,8038536,75835
12642,New York County,All Other Travel Arrangement Services,1978,198835875,100524
12643,New York County,Investigation and Security Services,37319,1376665868,36889
12644,New York County,Security and Armored Car Services,36226,1295669332,35766
12645,New York County,Investigation Services,913,112422313,123135
12646,New York County,Security Guards and Patrol Services,35212,1170765168,33249
12647,New York County,Armored Car Services,100,12481851,124819
12648,New York County,Security Systems Services,1093,80996536,74105
12649,New York County,"Security Systems Services, ex. Locksmith",723,58929791,81507
12650,New York County,Locksmiths,371,22066745,59479
12651,New York County,Services to Buildings and Dwellings,25272,1297904643,51357
12652,New York County,Exterminating and Pest Control Services,548,34467092,62896
12653,New York County,Janitorial Services,22034,1114722104,50591
12654,New York County,Janatorial Services,22034,1114722104,50591
12655,New York County,Landscaping Services,287,14465983,50404
12656,New York County,Carpet and Upholstery Cleaning Services,114,7502861,65815
12657,New York County,Other Services to Buildings & Dwellings,2290,126746603,55348
12658,New York County,Other Support Services,2620,252300288,96298
12659,New York County,Packaging and Labeling Services,35,11687347,333924
12660,New York County,Convention and Trade Show Organizers,1057,99213185,93863
12661,New York County,All Other Support Services,1529,141399756,92479
12662,New York County,Waste Management and Remediation Service,352,26255442,74589
12663,New York County,Waste Collection,150,8192210,54615
12664,New York County,Solid Waste Collection,119,6862394,57667
12665,New York County,Remediation and Other Waste Services,187,17179908,91871
12666,New York County,Remediation Services,177,16513339,93296
12667,New York County,Educational Services,117737,10472528695,88948
12668,New York County,Elementary and Secondary Schools,19366,1431973890,73943
12669,New York County,Junior Colleges,257,12004609,46711
12670,New York County,Colleges and Universities,72760,7564827424,103970
12671,New York County,"Business, Computer & Management Training",2448,228102172,93179
12672,New York County,Business and Secretarial Schools,115,4489152,39036
12673,New York County,Computer Training,839,94099482,112157
12674,New York County,Management Training,1494,129513538,86689
12675,New York County,Technical and Trade Schools,1691,114284019,67584
12676,New York County,Cosmetology and Barber Schools,247,12222236,49483
12677,New York County,Apprenticeship Training,214,10842587,50666
12678,New York County,Other Technical and Trade Schools,1231,91219196,74102
12679,New York County,Other Schools and Instruction,14519,560855900,38629
12680,New York County,Fine Arts Schools,5777,185138003,32047
12681,New York County,Sports and Recreation Instruction,1569,48258383,30757
12682,New York County,Language Schools,968,28801983,29754
12683,New York County,All Other Schools and Instruction,6206,298657531,48124
12684,New York County,Exam Preparation and Tutoring,3066,138911149,45307
12685,New York County,Automobile Driving Schools,67,3551972,53015
12686,New York County,Miscellaneous Schools and Instruction,3072,156194410,50845
12687,New York County,Educational Support Services,6696,560480681,83704
12688,New York County,Health Care and Social Assistance,234025,15360742027,65637
12689,New York County,Ambulatory Health Care Services,85398,5139477337,60183
12690,New York County,Offices of Physicians,23731,2342009366,98690
12691,New York County,"Offices of Physicians, ex. Mental Health",23220,2289202517,98588
12692,New York County,Offices of Mental Health Physicians,512,52806849,103138
12693,New York County,Offices of Dentists,7740,539796233,69741
12694,New York County,Offices of Other Health Practitioners,6540,367031829,56121
12695,New York County,Offices of Chiropractors,604,34793643,57605
12696,New York County,Offices of Optometrists,601,37750120,62812
12697,New York County,Offices of Mental Health Practitioners,1359,85707436,63067
12698,New York County,Offices of Specialty Therapists,2777,156285424,56279
12699,New York County,Offices of All Other Health Practitioner,1198,52495206,43819
12700,New York County,Offices of Podiatrists,421,21684440,51507
12701,New York County,Offices of Misc Health Practitioners,777,30810766,39653
12702,New York County,Outpatient Care Centers,5571,339081365,60865
12703,New York County,Family Planning Centers,267,20739498,77676
12704,New York County,Outpatient Mental Health Centers,2286,111501125,48776
12705,New York County,Other Outpatient Care Centers,3018,206840742,68536
12706,New York County,Kidney Dialysis Centers,467,34388558,73637
12707,New York County,Freestanding Emergency Medical Centers,670,49797988,74325
12708,New York County,All Other Outpatient Care Centers,1793,114915511,64091
12709,New York County,Medical and Diagnostic Laboratories,2952,316055117,107065
12710,New York County,Medical Laboratories,1269,157624620,124212
12711,New York County,Diagnostic Imaging Centers,1684,158430497,94080
12712,New York County,Home Health Care Services,37890,1154074186,30459
12713,New York County,Other Ambulatory Health Care Services,975,81429241,83517
12714,New York County,Ambulance Services,51,1610690,31582
12715,New York County,All Other Ambulatory Health Care Svc,923,79818551,86477
12716,New York County,Blood and Organ Banks,375,31788122,84768
12717,New York County,Miscellaneous Ambulatory Health Care Svc,548,48030429,87647
12718,New York County,Hospitals,78244,7324199142,93607
12719,New York County,General Medical and Surgical Hospitals,63187,5565063601,88073
12720,New York County,Psychiatric & Substance Abuse Hospitals,573,37317766,65127
12721,New York County,Other Hospitals,14484,1721817775,118877
12722,New York County,Nursing and Residential Care Facilities,13503,630024972,46658
12723,New York County,Nursing Care Facilities,5626,291384643,51793
12724,New York County,Residential Mental Health Facilities,5281,224389361,42490
12725,New York County,Residential Mental Retardation Facility,1393,47705417,34247
12726,New York County,Residental Mental & Substance Abuse Care,3887,176683944,45455
12727,New York County,Community Care Facility for the Elderly,1011,44262023,43780
12728,New York County,Homes for the Elderly,888,38409731,43254
12729,New York County,Other Residential Care Facilities,1586,69988945,44129
12730,New York County,Social Assistance,56881,2267040576,39856
12731,New York County,Individual and Family Services,37121,1389745010,37438
12732,New York County,Child and Youth Services,6412,244680388,38160
12733,New York County,Services for the Elderly and Disabled,19758,608141255,30779
12734,New York County,Other Individual and Family Services,10951,536923367,49030
12735,New York County,Emergency and Other Relief Services,5786,316761001,54746
12736,New York County,Community Food Services,685,38944930,56854
12737,New York County,Community Housing Services,3754,172217160,45876
12738,New York County,Temporary Shelters,1126,47152653,41876
12739,New York County,Other Community Housing Services,2628,125064507,47589
12740,New York County,Emergency and Other Relief Services,1347,105598911,78396
12741,New York County,Vocational Rehabilitation Services,4773,218414800,45760
12742,New York County,Child Day Care Services,9200,342119765,37187
12743,New York County,"Arts, Entertainment, and Recreation",70166,5473757077,78012
12744,New York County,Performing Arts and Spectator Sports,38081,4086275951,107305
12745,New York County,Performing Arts Companies,15130,1061607933,70166
12746,New York County,Theater Companies and Dinner Theaters,11537,795606303,68961
12747,New York County,Dance Companies,2094,124667345,59536
12748,New York County,Musical Groups and Artists,1421,136337992,95945
12749,New York County,Other Performing Arts Companies,78,4996293,64055
12750,New York County,Spectator Sports,832,459985413,552867
12751,New York County,Sports Teams and Clubs,794,454800487,572797
12752,New York County,Other Spectator Sports,28,4906504,175232
12753,New York County,Performing Arts and Sports Promoters,15361,1235544769,80434
12754,New York County,Promoters with Facilities,12754,977381018,76633
12755,New York County,Promoters without Facilities,2607,258163751,99027
12756,New York County,Agents and Managers for Public Figures,4307,548762077,127412
12757,New York County,Independent Artists/Writers/Performers,2451,780375759,318391
12758,New York County,"Museums, Parks and Historical Sites",9812,644260814,65660
12759,New York County,Museums,8140,553958546,68054
12760,New York County,Historical Sites,881,49947109,56694
12761,New York County,Nature Parks & Other Similar Institution,598,33948202,56770
12762,New York County,"Amusement, Gambling & Recreation Ind",22273,743220312,33369
12763,New York County,Amusement Parks and Arcades,135,3315298,24558
12764,New York County,Amusement Arcades,108,2750783,25470
12765,New York County,Other Gambling Industries,10,403528,40353
12766,New York County,Other Amusement & Recreation Industries,22088,737773551,33402
12767,New York County,Golf Courses and Country Clubs,77,5146205,66834
12768,New York County,Fitness and Recreational Sports Centers,18785,584250217,31102
12769,New York County,Bowling Centers,422,25427102,60254
12770,New York County,All Other Amusement and Recreation Ind,2799,122570589,43791
12771,New York County,Accommodation and Food Services,237166,9967436206,42027
12772,New York County,Accommodation,45702,3175860210,69491
12773,New York County,Traveler Accommodation,45250,3155433258,69733
12774,New York County,Hotels (except Casino Hotels) and Motels,44741,3132890811,70023
12775,New York County,Other Traveler Accommodation,508,22239061,43778
12776,New York County,Bed-and-Breakfast Inns,164,6391332,38972
12777,New York County,All Other Traveler Accommodation,345,15847729,45935
12778,New York County,RV Parks and Recreational Camps,109,5251408,48178
12779,New York County,Recreational and Vacation Camps,108,5203747,48183
12780,New York County,Rooming and Boarding Houses,343,15175544,44244
12781,New York County,Food Services and Drinking Places,191465,6791575996,35472
12782,New York County,Special Food Services,14414,574338672,39846
12783,New York County,Food Service Contractors,8722,353182123,40493
12784,New York County,Caterers,5488,215298275,39231
12785,New York County,Mobile Food Services,204,5858274,28717
12786,New York County,Drinking Places (Alcoholic Beverages),9246,350133434,37869
12787,New York County,Restaurants and Other Eating Places,167804,5867103890,34964
12788,New York County,Restaurants,167804,5867103890,34964
12789,New York County,Full-service restaurants,117961,4560445904,38661
12790,New York County,Limited-service restaurants,35814,919391294,25671
12791,New York County,"Cafeterias, grill buffets, and buffets",398,9027906,22683
12792,New York County,Snack and nonalcoholic beverage bars,13631,378238786,27748
12793,New York County,"Other Services, Ex. Public Admin",104547,6850405095,65525
12794,New York County,Repair and Maintenance,2048,89835497,43865
12795,New York County,Automotive Repair and Maintenance,766,31392572,40982
12796,New York County,Automotive Mechanical Repair/Maintenance,435,18794702,43206
12797,New York County,General Automotive Repair,419,15622606,37285
12798,New York County,"Automotive Body, Interior & Glass Repair",121,4706216,38894
12799,New York County,Automotive Body and Interior Repair,100,3604329,36043
12800,New York County,Automotive Glass Replacement Shops,21,1101887,52471
12801,New York County,Other Automotive Repair and Maintenance,210,7891654,37579
12802,New York County,Car Washes,142,5327759,37519
12803,New York County,All Other Automotive Repair/Maintenance,8,161380,20173
12804,New York County,Electronic Equipment Repair/Maintenance,326,18815828,57717
12805,New York County,Consumer Electronics Repair/Maintenance,43,1624304,37775
12806,New York County,Computer and Office Machine Repair,248,14879622,59998
12807,New York County,Communication Equipment Repair,28,1985338,70905
12808,New York County,Other Electronic Equipment Repair,6,326564,54427
12809,New York County,Commercial Machinery Repair/Maintenance,73,4195929,57478
12810,New York County,Household Goods Repair and Maintenance,883,35431168,40126
12811,New York County,Appliance and Outdoor Power Equip Repair,25,1196475,47859
12812,New York County,Appliance Repair and Maintenance,25,1196475,47859
12813,New York County,Reupholstery and Furniture Repair,170,8072618,47486
12814,New York County,Footwear and Leather Goods Repair,266,9263734,34826
12815,New York County,Other Household Goods Repair/Maintenance,422,16898341,40043
12816,New York County,Personal and Laundry Services,32541,1310979301,40287
12817,New York County,Personal Care Services,17264,576248474,33379
12818,New York County,"Hair, Nail, and Skin Care Services",14011,476973154,34043
12819,New York County,Barber Shops,494,13351634,27028
12820,New York County,Beauty Salons,9600,348564609,36309
12821,New York County,Nail Salons,3917,115056911,29374
12822,New York County,Other Personal Care Services,3253,99275320,30518
12823,New York County,Diet and Weight Reducing Centers,188,7931207,42187
12824,New York County,Other Personal Care Services,3066,91344113,29793
12825,New York County,Death Care Services,223,14541036,65206
12826,New York County,Funeral Homes and Funeral Services,198,12332929,62288
12827,New York County,Cemeteries and Crematories,25,2208107,88324
12828,New York County,Drycleaning and Laundry Services,2923,72751377,24889
12829,New York County,Coin-Operated Laundries and Drycleaners,667,11723518,17576
12830,New York County,Drycleaning and Laundry Services,2240,58568915,26147
12831,New York County,Linen and Uniform Supply,16,2458944,153684
12832,New York County,Other Personal Services,12131,647438414,53371
12833,New York County,Pet Care (except Veterinary) Services,1323,36324142,27456
12834,New York County,Photofinishing,743,61622881,82938
12835,New York County,"Photofinishing Laboratories, ex. 1-Hour",731,61287311,83840
12836,New York County,One-Hour Photofinishing,12,335570,27964
12837,New York County,Parking Lots and Garages,7678,286111688,37264
12838,New York County,All Other Personal Services,2386,263379703,110385
12839,New York County,Membership Organizations & Associations,55242,4774448204,86428
12840,New York County,Religious Organizations,8670,453081611,52259
12841,New York County,Grantmaking and Giving Services,12815,1325204388,103410
12842,New York County,Grantmaking Foundations,5931,689931245,116326
12843,New York County,Voluntary Health Organizations,3739,364512980,97489
12844,New York County,Other Grantmaking and Giving Services,3145,270760163,86092
12845,New York County,Social Advocacy Organizations,11448,964662034,84265
12846,New York County,Human Rights Organizations,3065,275119470,89762
12847,New York County,Environment & Conservation Organizations,2142,185518384,86610
12848,New York County,Other Social Advocacy Organizations,6240,504024180,80773
12849,New York County,Civic and Social Organizations,5308,317323759,59782
12850,New York County,Professional and Similar Organizations,17001,1714176412,100828
12851,New York County,Business Associations,3182,435114907,136743
12852,New York County,Professional Organizations,2922,352861152,120760
12853,New York County,Labor Unions & Other Labor Organizations,4992,378740561,75870
12854,New York County,Political Organizations,336,36777720,109458
12855,New York County,Other Similar Organizations,5569,510682072,91701
12856,New York County,Private Households,14716,675142093,45878
12857,Niagara County,"Agriculture, Forestry, Fishing and Hunting",708,24173648,34144
12858,Niagara County,Crop Production,418,11848304,28345
12859,Niagara County,Oilseed and Grain Farming,36,1269728,35270
12860,Niagara County,Corn Farming,22,769622,34983
12861,Niagara County,Other Grain Farming,14,500106,35722
12862,Niagara County,Fruit and Tree Nut Farming,290,8307688,28647
12863,Niagara County,Noncitrus Fruit and Tree Nut Farming,290,8307688,28647
12864,Niagara County,Apple Orchards,285,8185592,28721
12865,Niagara County,Greenhouse and Nursery Production,39,889574,22810
12866,Niagara County,Nursery and Floriculture Production,30,769472,25649
12867,Niagara County,Floriculture Production,24,635804,26492
12868,Niagara County,Animal Production,184,7116520,38677
12869,Niagara County,Cattle Ranching and Farming,179,6930157,38716
12870,Niagara County,Dairy Cattle and Milk Production,179,6930157,38716
12871,Niagara County,Agriculture & Forestry Support Activity,106,5208824,49140
12872,Niagara County,Support Activities for Crop Production,105,5176908,49304
12873,Niagara County,Utilities,212,21747337,102582
12874,Niagara County,Power Generation and Supply,186,19708503,105960
12875,Niagara County,Electric Power Generation,93,8139209,87518
12876,Niagara County,Fossil Fuel Electric Power Generation,93,8139209,87518
12877,Niagara County,Electric Power Transmission/Distribution,92,11569294,125753
12878,Niagara County,Electric Power Distribution,92,11569294,125753
12879,Niagara County,Construction,3150,158606402,50351
12880,Niagara County,Construction of Buildings,760,37895608,49863
12881,Niagara County,Residential Building Construction,390,14255783,36553
12882,Niagara County,New Single-Family Housing Construction,73,2189425,29992
12883,Niagara County,Residential Remodelers,318,12066358,37945
12884,Niagara County,Nonresidential Building Construction,370,23639825,63891
12885,Niagara County,Industrial Building Construction,81,5547095,68483
12886,Niagara County,Commercial Building Construction,289,18092730,62605
12887,Niagara County,Heavy and Civil Engineering Construction,146,7713752,52834
12888,Niagara County,Utility System Construction,114,5195455,45574
12889,Niagara County,Power/Communication System Construction,85,3475677,40890
12890,Niagara County,Other Heavy Construction,23,2035536,88502
12891,Niagara County,Specialty Trade Contractors,2244,112997042,50355
12892,Niagara County,Building Foundation/Exterior Contractors,379,15350168,40502
12893,Niagara County,Poured Concrete Structure Contractors,45,1679335,37319
12894,Niagara County,Residential Poured Foundation Contractor,45,1679335,37319
12895,Niagara County,Framing Contractors,22,1060245,48193
12896,Niagara County,Residential Framing Contractors,8,515560,64445
12897,Niagara County,Masonry Contractors,29,1112556,38364
12898,Niagara County,Residential Masonry Contractors,26,1014613,39024
12899,Niagara County,Glass and Glazing Contractors,68,3806324,55975
12900,Niagara County,Roofing Contractors,127,3654415,28775
12901,Niagara County,Residential Roofing Contractors,100,2658542,26585
12902,Niagara County,Nonresidential Roofing Contractors,27,995873,36884
12903,Niagara County,Siding Contractors,39,1319598,33836
12904,Niagara County,Residential Siding Contractors,39,1319598,33836
12905,Niagara County,Other Building Exterior Contractors,7,199303,28472
12906,Niagara County,Other Residential Exterior Contractors,6,167569,27928
12907,Niagara County,Building Equipment Contractors,968,49806036,51453
